# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_canonical_start_codon	variants_effect_non_coding_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2C13772g	DEHA2C13772g	CAG86355	protein_coding	1	1	5	309	0	0	156	1	0	5	0	5	6	0	0	0	0	1	0	0	0	0	0	149
DEHA2C13794g	DEHA2C13794g	CAG86356	protein_coding	31	0	28	292	0	10	149	31	0	18	0	0	47	0	0	0	0	0	0	0	0	0	12	143
DEHA2C13816g	DEHA2C13816g	CAG86357	protein_coding	20	0	12	302	0	10	152	20	0	2	0	0	25	0	0	0	0	0	0	0	0	0	7	150
DEHA2C13838g	DEHA2C13838g	CAG86358	protein_coding	32	0	63	287	0	16	135	32	0	47	0	0	76	0	0	0	0	0	0	0	0	0	19	152
DEHA2C13860g	DEHA2C13860g	CAG86359	protein_coding	36	0	30	287	0	14	133	36	0	16	0	0	52	0	0	0	0	0	0	0	0	0	14	154
DEHA2C13882g	DEHA2C13882g	CAG86360	protein_coding	24	0	23	301	0	3	159	24	0	20	0	0	36	0	0	0	0	0	0	0	0	0	11	142
DEHA2C13904g	DEHA2C13904g	CAG86361	protein_coding	7	0	4	295	0	0	160	7	0	4	0	1	9	0	0	0	0	0	0	0	0	0	2	134
DEHA2C13926g	DEHA2C13926g	CAG86362	protein_coding	5	0	16	314	0	12	132	5	0	4	0	0	18	0	0	0	0	0	0	0	0	0	3	182
DEHA2C13948g	DEHA2C13948g	CAG86363	protein_coding	29	0	46	291	0	28	134	29	0	18	0	0	58	0	0	0	0	0	0	0	0	0	17	157
DEHA2C13970g	DEHA2C13970g	CAG86364	protein_coding	14	0	17	336	0	1	173	14	0	16	0	0	22	0	0	0	0	0	0	0	0	0	9	163
DEHA2C13992g	DEHA2C13992g	CAG86365	protein_coding	22	0	47	316	0	20	158	22	0	27	0	0	56	0	0	0	0	0	0	0	0	0	12	158
DEHA2C14014g	DEHA2C14014g	CAR65578	protein_coding	10	0	47	355	0	33	179	10	0	14	0	0	51	0	0	0	0	0	0	0	0	0	6	176
DEHA2C14036g	DEHA2C14036g	CAG86367	protein_coding	5	0	8	332	0	4	171	5	0	4	0	0	9	0	0	0	0	0	0	0	0	0	4	161
DEHA2C14058g	DEHA2C14058g	CAG86368	protein_coding	27	0	13	361	0	12	173	27	0	1	0	0	29	0	0	0	0	0	0	0	0	0	11	188
DEHA2C14080g	DEHA2C14080g	CAG86369	protein_coding	20	0	39	408	0	34	174	20	0	5	0	0	50	0	0	0	0	0	0	0	0	0	9	234
DEHA2C14102g	DEHA2C14102g	CAG86370	protein_coding	7	0	13	394	0	7	191	7	0	6	0	0	13	0	0	0	0	0	0	0	0	0	7	203
DEHA2C14124g	DEHA2C14124g	CAG86372	protein_coding	32	0	42	328	0	16	130	32	0	26	0	0	60	0	0	0	0	0	0	0	0	0	14	198
DEHA2C14146g	DEHA2C14146g	CAG86373	protein_coding	28	0	21	353	0	11	120	28	0	10	0	0	41	0	0	0	0	0	0	0	0	0	8	233
DEHA2C14168g	DEHA2C14168g	CAG86375	protein_coding	4	0	8	267	0	5	120	4	0	3	0	1	11	0	0	0	0	0	0	0	0	0	1	146
DEHA2C14190g	DEHA2C14190g	CAG86376	protein_coding	20	0	25	314	0	2	190	20	0	23	0	0	37	0	0	0	0	0	0	0	0	0	8	124
DEHA2C14212g	DEHA2C14212g	CAG86377	protein_coding	28	0	27	307	0	16	136	28	0	11	0	0	46	0	0	0	0	0	0	0	0	0	9	171
DEHA2C14234g	DEHA2C14234g	CAG86378	protein_coding	36	0	28	300	0	4	154	36	0	24	0	0	37	0	0	0	0	0	0	0	0	0	27	146
DEHA2C14256g	DEHA2C14256g	CAG86379	protein_coding	9	0	19	326	0	4	146	9	0	15	0	0	22	0	0	0	0	0	0	0	0	0	6	180
DEHA2C14278g	DEHA2C14278g	CAG86381	protein_coding	28	0	41	311	0	8	139	28	0	33	0	0	52	0	0	0	0	0	0	0	0	0	17	172
DEHA2C14300g	DEHA2C14300g	CAR65579	protein_coding	11	0	23	303	0	22	149	11	0	1	0	0	29	0	0	0	0	0	0	0	0	0	5	154
DEHA2C14322g	DEHA2C14322g	CAG86383	protein_coding	10	0	4	306	0	1	161	10	0	3	0	0	13	0	0	0	0	0	0	0	0	0	1	145
DEHA2C14344g	DEHA2C14344g	CAG86384	protein_coding	75	0	51	247	0	34	138	75	0	17	0	0	98	0	0	0	0	0	0	0	0	0	28	109
DEHA2C14366g	DEHA2C14366g	CAG86385	protein_coding	17	0	29	205	0	21	154	17	0	8	0	0	41	0	0	0	0	0	0	0	0	0	5	51
DEHA2C14388g	DEHA2C14388g	CAG86386	protein_coding	18	0	18	189	0	10	178	18	0	8	0	0	27	0	0	0	0	0	1	0	0	0	8	11
DEHA2C14410r	DEHA2C14410r	DEHA2C14410r	protein_coding	0	0	0	181	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2C14432g	DEHA2C14432g	CAG86387	protein_coding	1	0	1	151	0	0	53	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	98
DEHA2C14454g	DEHA2C14454g	CAG86388	protein_coding	0	0	0	153	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
DEHA2C14476g	DEHA2C14476g	CAG86389	protein_coding	3	0	0	139	0	0	92	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	47
DEHA2C14498g	DEHA2C14498g	CAG86390	protein_coding	2	0	0	130	0	0	28	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	102
DEHA2C14520g	DEHA2C14520g	CAR65580	protein_coding	1	0	0	126	0	0	16	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	110
DEHA2C14542g	DEHA2C14542g	CAG86393	protein_coding	11	0	7	147	0	3	19	11	0	4	0	0	15	0	0	0	0	0	0	0	0	0	3	128
DEHA2C14564g	DEHA2C14564g	CAG86394	protein_coding	7	0	6	189	0	1	147	7	0	5	0	0	12	0	0	0	0	0	0	0	0	0	1	42
DEHA2C14586g	DEHA2C14586g	CAG86395	protein_coding	14	0	25	245	0	23	59	14	0	2	0	0	33	0	0	0	0	0	0	0	0	0	6	186
DEHA2C14608g	DEHA2C14608g	CAG86396	protein_coding	38	0	43	302	0	26	104	38	0	17	0	0	72	0	0	0	0	0	0	0	0	0	9	198
DEHA2C14630g	DEHA2C14630g	CAG86397	protein_coding	37	0	45	310	0	17	148	37	0	28	0	0	60	0	0	0	0	0	0	0	0	0	22	162
DEHA2C14652g	DEHA2C14652g	CAG86398	protein_coding	34	0	28	338	0	10	150	34	0	18	0	0	53	0	0	0	0	0	0	0	0	0	9	188
DEHA2C14674g	DEHA2C14674g	CAR65581	protein_coding	22	0	20	370	0	6	166	21	0	15	0	0	34	0	0	0	0	1	0	0	2	0	7	204
DEHA2C14696g	DEHA2C14696g	CAG86402	protein_coding	78	0	70	302	0	28	132	78	0	42	0	0	122	0	0	0	0	0	0	0	0	0	25	170
DEHA2C14718g	DEHA2C14718g	CAG86403	protein_coding	20	0	13	301	0	2	136	20	0	11	0	0	30	0	0	0	0	0	0	0	0	0	2	165
DEHA2C14740g	DEHA2C14740g	CAG86404	protein_coding	29	0	25	289	0	12	127	28	0	14	0	0	43	0	0	0	0	1	0	0	1	0	10	162
DEHA2C14762g	DEHA2C14762g	CAG86405	protein_coding	23	0	7	316	0	7	169	23	0	0	0	0	28	0	0	0	0	0	0	0	0	0	2	147
DEHA2C14784g	DEHA2C14784g	CAG86406	protein_coding	36	0	30	313	0	19	137	36	0	11	0	0	57	0	0	0	0	0	0	0	0	0	9	176
DEHA2C14806g	DEHA2C14806g	CAG86407	protein_coding	12	0	14	336	0	1	198	12	0	13	0	0	24	0	0	0	0	0	0	0	0	0	2	138
DEHA2C14828g	DEHA2C14828g	CAG86408	protein_coding	46	0	38	337	0	15	182	46	0	23	0	0	71	0	0	0	0	0	0	0	0	0	13	155
DEHA2C14850g	DEHA2C14850g	CAG86409	protein_coding	13	0	19	344	0	15	166	13	0	4	0	0	29	0	0	0	0	0	0	0	0	0	3	178
DEHA2C14872g	DEHA2C14872g	CAG86410	protein_coding	5	0	11	349	0	4	167	5	0	7	0	0	11	0	0	0	0	0	0	0	0	0	5	182
DEHA2C14894g	DEHA2C14894g	CAG86411	protein_coding	33	0	36	329	0	6	142	33	0	30	0	0	50	0	0	0	0	0	0	0	0	0	19	187
DEHA2C14916g	DEHA2C14916g	CAG86412	protein_coding	17	0	15	356	0	4	166	17	0	11	0	0	26	0	0	0	0	0	0	0	0	0	6	190
DEHA2C14938g	DEHA2C14938g	CAG86413	protein_coding	13	2	16	362	0	2	179	13	0	14	0	10	26	0	0	0	0	2	0	0	0	0	3	175
DEHA2C14960g	DEHA2C14960g	CAR65582	protein_coding	13	0	35	333	0	27	161	13	0	8	0	3	41	0	0	0	0	0	0	0	0	0	7	169
DEHA2C14982g	DEHA2C14982g	CAG86415	protein_coding	20	0	10	360	0	9	165	20	0	1	0	0	23	0	0	0	0	0	0	0	0	0	7	195
DEHA2C15004g	DEHA2C15004g	CAG86416	protein_coding	14	0	1	379	0	1	179	14	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	200
DEHA2C15026g	DEHA2C15026g	CAG86417	protein_coding	50	0	36	353	0	14	180	50	0	22	0	0	72	0	0	0	0	0	0	0	0	0	14	173
DEHA2C15048g	DEHA2C15048g	CAG86418	protein_coding	42	0	76	325	0	30	159	42	0	46	0	0	108	0	0	0	0	0	0	0	0	0	10	166
DEHA2C15070g	DEHA2C15070g	CAG86419	protein_coding	14	0	11	378	0	7	201	14	0	4	0	0	19	0	0	0	0	0	0	0	0	0	6	177
DEHA2C15092g	DEHA2C15092g	CAG86420	protein_coding	23	0	19	350	0	11	191	23	0	8	0	0	32	0	0	0	0	0	0	0	0	0	10	159
DEHA2C15114g	DEHA2C15114g	CAG86421	protein_coding	14	0	22	319	0	15	185	14	0	7	0	0	30	0	0	0	0	0	0	0	0	0	6	134
DEHA2C15136g	DEHA2C15136g	CAG86422	protein_coding	9	0	18	314	0	5	132	9	0	13	0	0	21	0	0	0	0	0	0	0	0	0	6	182
DEHA2C15158g	DEHA2C15158g	CAG86423	protein_coding	9	0	22	292	0	14	166	9	0	8	0	0	30	0	0	0	0	0	0	0	0	0	1	126
DEHA2C15180g	DEHA2C15180g	CAR65583	protein_coding	10	0	17	320	0	9	159	10	0	8	0	0	24	0	0	0	0	0	0	0	0	0	3	161
DEHA2C15202g	DEHA2C15202g	CAG86426	protein_coding	15	0	18	300	0	14	130	15	0	4	0	0	23	0	0	0	0	0	0	0	0	0	10	170
DEHA2C15224g	DEHA2C15224g	CAG86427	protein_coding	44	0	45	310	0	26	126	44	0	19	0	0	72	0	0	0	0	0	0	0	0	0	17	184
DEHA2C15246g	DEHA2C15246g	CAG86428	protein_coding	19	0	34	342	0	11	180	19	0	23	0	0	44	0	0	0	0	0	0	0	0	0	9	162
DEHA2C15268g	DEHA2C15268g	CAR65584	protein_coding	70	0	130	304	0	44	129	70	0	86	0	0	168	0	0	0	0	0	0	0	0	0	32	175
DEHA2C15290g	DEHA2C15290g	CAG86430	protein_coding	29	0	17	315	0	2	137	29	0	15	0	0	40	0	0	0	0	0	0	0	0	0	6	178
DEHA2C15312g	DEHA2C15312g	CAR65585	protein_coding	24	0	42	296	0	10	153	24	0	32	0	0	55	0	0	0	0	0	0	0	0	0	11	143
DEHA2C15334g	DEHA2C15334g	CAG86433	protein_coding	41	0	72	295	0	22	170	41	0	50	0	0	76	0	0	0	0	0	0	0	0	0	36	125
DEHA2C15356g	DEHA2C15356g	CAG86434	protein_coding	5	0	18	311	0	9	151	5	0	9	0	0	21	0	0	0	0	0	0	0	0	0	2	160
DEHA2C15378g	DEHA2C15378g	CAG86435	protein_coding	43	0	23	287	0	18	157	43	0	5	0	0	58	0	0	0	0	0	0	0	0	0	8	130
DEHA2C15400g	DEHA2C15400g	CAG86436	protein_coding	2	0	6	294	0	1	173	2	0	5	0	0	6	0	0	0	0	0	0	0	0	0	2	121
DEHA2C15422g	DEHA2C15422g	CAG86437	protein_coding	4	0	3	325	0	1	174	4	0	2	0	0	6	0	0	0	0	0	0	0	0	0	1	151
DEHA2C15444g	DEHA2C15444g	CAG86438	protein_coding	20	0	39	260	0	21	112	20	0	18	0	0	47	0	0	0	0	0	0	0	0	0	12	148
DEHA2C15466g	DEHA2C15466g	CAG86439	protein_coding	20	0	21	164	0	8	25	20	0	13	0	0	28	0	0	0	0	0	0	0	0	0	13	139
DEHA2C15488g	DEHA2C15488g	CAG86440	protein_coding	10	0	3	160	0	1	114	10	0	2	0	0	2	0	0	0	0	0	0	0	0	0	11	46
DEHA2C15510g	DEHA2C15510g	CAG86441	protein_coding	0	0	0	171	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113
DEHA2C15532g	DEHA2C15532g	CAG86442	protein_coding	0	0	4	166	0	2	134	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	32
DEHA2C15554r	DEHA2C15554r	DEHA2C15554r	protein_coding	0	0	0	234	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
DEHA2C15576r	DEHA2C15576r	DEHA2C15576r	protein_coding	0	0	0	239	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
DEHA2C15598g	DEHA2C15598g	CAG86443	protein_coding	21	0	17	227	0	5	155	21	0	12	0	0	29	0	0	0	0	0	0	0	0	0	9	72
DEHA2C15620g	DEHA2C15620g	CAG86444	protein_coding	20	0	25	275	0	19	110	19	0	7	0	0	37	0	0	0	0	1	0	0	1	0	7	165
DEHA2C15642g	DEHA2C15642g	CAG86445	protein_coding	1	0	0	312	0	0	151	1	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	141
DEHA2C15664g	DEHA2C15664g	CAR65586	protein_coding	10	0	37	302	0	25	154	10	0	12	0	0	44	0	0	0	0	0	0	0	0	0	3	148
DEHA2C15686g	DEHA2C15686g	CAG86447	protein_coding	18	0	10	320	0	10	175	18	0	0	0	0	27	0	0	0	0	0	0	0	0	0	1	145
DEHA2C15708g	DEHA2C15708g	CAG86448	protein_coding	14	0	5	303	0	5	165	14	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	138
DEHA2C15730g	DEHA2C15730g	CAG86449	protein_coding	16	0	25	286	0	13	142	16	0	12	0	0	37	0	0	0	0	0	0	0	0	0	4	144
DEHA2C15752g	DEHA2C15752g	CAR65587	protein_coding	22	0	23	310	0	5	150	22	0	18	0	0	40	0	0	0	0	0	0	0	0	0	5	160
DEHA2C15774g	DEHA2C15774g	CAR65588	protein_coding	39	0	50	354	0	7	170	39	0	43	0	0	76	0	0	0	0	0	0	0	0	0	13	184
DEHA2C15796g	DEHA2C15796g	CAG86455	protein_coding	6	0	17	308	0	2	165	6	0	15	0	0	21	0	0	0	0	0	0	0	0	0	2	143
DEHA2C15818g	DEHA2C15818g	CAG86456	protein_coding	26	0	47	280	0	30	153	26	0	17	0	0	58	0	0	0	0	0	0	0	0	0	15	127
DEHA2C15840g	DEHA2C15840g	CAG86457	protein_coding	8	0	2	295	0	0	133	8	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	162
DEHA2C15862g	DEHA2C15862g	CAG86458	protein_coding	7	0	19	306	0	4	138	7	0	15	0	0	22	0	0	0	0	0	0	0	0	0	3	168
DEHA2C15884g	DEHA2C15884g	CAG86459	protein_coding	1	0	2	296	0	1	162	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	134
DEHA2C15906g	DEHA2C15906g	CAG86460	protein_coding	38	0	46	270	0	24	143	38	0	22	0	0	70	0	0	0	0	0	0	0	0	0	14	127
DEHA2C15928g	DEHA2C15928g	CAG86461	protein_coding	27	0	27	264	0	22	133	27	0	5	0	0	51	0	0	0	0	0	0	0	0	0	3	131
DEHA2C15950g	DEHA2C15950g	CAG86462	protein_coding	25	0	18	286	0	13	158	25	0	5	0	0	41	0	0	0	0	0	0	0	0	0	2	128
DEHA2C15972g	DEHA2C15972g	CAG86463	protein_coding	23	0	9	275	0	7	129	23	0	2	0	0	31	0	0	0	0	0	0	0	0	0	1	146
DEHA2C15994g	DEHA2C15994g	CAG86464	protein_coding	29	1	56	280	0	40	134	29	0	16	0	1	72	0	0	0	0	1	0	0	0	0	13	146
DEHA2C16016g	DEHA2C16016g	CAG86465	protein_coding	27	0	18	268	0	16	132	26	0	3	0	0	37	0	0	0	0	1	0	0	1	0	7	136
DEHA2C16038g	DEHA2C16038g	CAG86466	protein_coding	0	1	0	312	0	0	144	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	148
DEHA2C16060g	DEHA2C16060g	CAG86467	protein_coding	15	0	26	303	0	23	148	15	0	3	0	0	34	0	0	0	0	0	0	0	0	0	7	155
DEHA2C16082g	DEHA2C16082g	CAG86468	protein_coding	28	0	26	291	0	17	129	27	0	10	0	0	44	0	0	0	0	1	0	0	1	0	9	162
DEHA2C16104g	DEHA2C16104g	CAG86469	protein_coding	25	0	28	297	0	10	152	25	0	18	0	0	43	0	0	0	0	1	0	0	1	1	9	145
DEHA2C16126g	DEHA2C16126g	CAG86470	protein_coding	9	0	6	308	0	1	154	9	0	5	0	0	14	0	0	0	0	0	0	0	0	0	1	154
DEHA2C16148g	DEHA2C16148g	CAG86471	protein_coding	30	0	52	304	0	34	155	30	0	18	0	0	66	0	0	0	0	0	0	0	0	0	16	149
DEHA2C16170g	DEHA2C16170g	CAG86472	protein_coding	18	0	25	307	0	20	159	18	0	5	0	0	32	0	0	0	0	0	0	0	0	0	11	148
DEHA2C16192g	DEHA2C16192g	CAG86473	protein_coding	17	0	24	318	0	8	164	17	0	16	0	0	36	0	0	0	0	0	0	0	0	0	5	154
DEHA2C16214g	DEHA2C16214g	CAG86474	protein_coding	26	0	24	312	0	10	167	26	0	14	0	0	44	0	0	0	0	0	0	0	0	0	6	145
DEHA2C16236g	DEHA2C16236g	CAG86475	protein_coding	2	0	5	317	0	4	144	2	0	1	0	0	5	0	0	0	0	0	0	0	0	0	2	173
DEHA2C16258g	DEHA2C16258g	CAG86476	protein_coding	11	0	21	302	0	3	156	11	0	18	0	0	29	0	0	0	0	0	0	0	0	0	3	146
DEHA2C16280g	DEHA2C16280g	CAG86477	protein_coding	3	0	4	302	0	2	145	3	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	157
DEHA2C16302g	DEHA2C16302g	CAG86478	protein_coding	23	0	15	300	0	10	147	23	0	5	0	0	29	0	0	0	0	0	0	0	0	0	9	153
DEHA2C16324g	DEHA2C16324g	CAG86479	protein_coding	19	0	27	320	0	25	169	19	0	2	0	0	44	0	0	0	0	0	0	0	0	0	2	151
DEHA2C16346g	DEHA2C16346g	CAG86480	protein_coding	34	0	45	364	0	10	211	34	0	35	0	0	72	0	0	0	0	0	0	0	0	0	7	153
DEHA2C16368g	DEHA2C16368g	CAG86481	protein_coding	17	0	9	399	0	0	243	17	0	9	0	0	21	0	0	0	0	0	0	0	0	0	5	156
DEHA2C16390g	DEHA2C16390g	CAR65589	protein_coding	8	0	3	403	0	3	150	8	0	0	0	1	7	0	0	0	0	0	0	0	0	0	4	252
DEHA2C16412g	DEHA2C16412g	CAR65590	protein_coding	63	0	103	319	0	53	138	63	0	50	0	0	117	0	0	0	0	0	0	0	0	0	48	181
DEHA2C16434g	DEHA2C16434g	CAG86484	protein_coding	46	0	27	386	0	10	146	45	0	17	0	0	62	0	0	0	0	1	0	0	1	0	10	240
DEHA2C16456g	DEHA2C16456g	CAG86485	protein_coding	11	0	10	360	0	6	220	11	0	4	0	0	17	0	0	0	0	0	0	0	0	0	4	140
DEHA2C16478g	DEHA2C16478g	CAG86486	protein_coding	16	2	12	330	0	7	192	16	0	5	0	6	19	0	0	0	0	2	0	0	0	0	8	134
DEHA2C16500g	DEHA2C16500g	CAG86487	protein_coding	14	0	6	337	0	6	181	14	0	0	0	0	16	0	0	0	0	0	0	0	0	0	4	156
DEHA2C16522r	DEHA2C16522r	DEHA2C16522r	protein_coding	0	0	0	306	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159
DEHA2C16544g	DEHA2C16544g	CAG86488	protein_coding	10	0	6	313	0	5	152	10	0	1	0	1	14	0	0	0	0	0	0	0	0	0	2	160
DEHA2C16566g	DEHA2C16566g	CAG86489	protein_coding	17	0	17	289	0	14	142	17	0	3	0	0	24	0	0	0	0	0	0	0	0	0	10	147
DEHA2C16588g	DEHA2C16588g	CAG86490	protein_coding	26	0	31	227	0	24	132	25	0	8	0	0	48	0	0	0	0	1	0	0	1	0	8	95
DEHA2C16610g	DEHA2C16610g	CAG86491	protein_coding	18	0	24	241	0	10	90	18	0	14	0	0	36	0	0	0	0	0	0	0	0	0	6	151
DEHA2C16632g	DEHA2C16632g	CAG86492	protein_coding	27	0	15	258	0	12	153	27	0	3	0	0	38	0	0	0	0	0	0	0	0	0	4	105
DEHA2C16654g	DEHA2C16654g	CAG86494	protein_coding	9	0	9	211	0	4	92	9	0	5	0	0	13	0	0	0	0	0	0	0	0	0	5	119
DEHA2C16676g	DEHA2C16676g	CAG86495	protein_coding	24	0	31	231	0	22	89	24	0	9	0	0	46	0	0	0	0	0	0	0	0	0	9	142
DEHA2C16698g	DEHA2C16698g	CAG86496	protein_coding	11	0	14	269	0	13	122	11	0	1	0	0	23	0	0	0	0	0	0	0	0	0	2	147
DEHA2C16720g	DEHA2C16720g	CAG86497	protein_coding	1	0	7	289	0	3	127	1	0	4	0	0	6	0	0	0	0	0	0	0	0	0	2	162
DEHA2C16742g	DEHA2C16742g	CAG86498	protein_coding	42	0	46	308	0	14	169	42	0	32	0	0	67	0	0	0	0	0	0	0	0	0	21	139
DEHA2C16764g	DEHA2C16764g	CAG86499	protein_coding	47	0	63	330	0	18	183	47	0	45	0	0	91	0	0	0	0	1	0	0	1	0	18	147
DEHA2C16786g	DEHA2C16786g	CAG86500	protein_coding	8	0	8	391	0	5	185	8	0	3	0	0	11	0	0	0	0	0	0	0	0	0	5	206
DEHA2C16808g	DEHA2C16808g	CAR65591	protein_coding	41	0	52	329	0	17	153	41	0	35	0	0	62	0	0	0	0	0	0	0	0	0	31	176
DEHA2C16830g	DEHA2C16830g	CAG86502	protein_coding	12	0	15	337	0	4	147	12	0	11	0	0	25	0	0	0	0	0	0	0	0	0	2	190
DEHA2C16852g	DEHA2C16852g	CAG86503	protein_coding	16	0	6	369	0	1	168	16	0	5	0	0	21	0	0	0	0	0	0	0	0	0	1	201
DEHA2C16874g	DEHA2C16874g	CAG86504	protein_coding	31	0	21	333	0	15	169	31	0	6	0	0	46	0	0	0	0	0	0	0	0	0	6	164
DEHA2C16896g	DEHA2C16896g	CAG86505	protein_coding	32	0	47	334	0	19	169	32	0	28	0	0	76	0	0	0	0	0	0	0	0	0	3	165
DEHA2C16918g	DEHA2C16918g	CAG86506	protein_coding	33	0	42	316	0	36	159	33	0	6	0	0	70	0	0	0	0	0	0	0	0	0	5	157
DEHA2C16940g	DEHA2C16940g	CAG86507	protein_coding	17	0	25	313	0	10	147	17	0	15	0	0	40	0	0	0	0	0	0	0	0	0	2	166
DEHA2C16962g	DEHA2C16962g	CAG86508	protein_coding	22	0	17	316	0	12	170	22	0	5	0	0	34	0	0	0	0	0	0	0	0	0	5	146
DEHA2C16984g	DEHA2C16984g	CAG86509	protein_coding	18	0	34	318	0	9	150	18	0	25	0	0	51	0	0	0	0	0	0	0	0	0	1	168
DEHA2C17006g	DEHA2C17006g	CAG86510	protein_coding	11	0	15	311	0	5	152	11	0	10	0	0	24	0	0	0	0	0	0	0	0	0	2	159
DEHA2C17028g	DEHA2C17028g	CAR65592	protein_coding	55	0	68	286	0	19	141	55	0	49	0	0	111	0	0	0	0	0	0	0	0	0	12	145
DEHA2C17050g	DEHA2C17050g	CAG86512	protein_coding	2	0	6	290	0	5	144	2	0	1	0	0	6	0	0	0	0	0	0	0	0	0	2	146
DEHA2C17072g	DEHA2C17072g	CAR65593	protein_coding	20	0	22	303	0	16	142	20	0	6	0	0	40	0	0	0	0	0	0	0	0	0	2	161
DEHA2C17094r	DEHA2C17094r	DEHA2C17094r	protein_coding	0	0	0	302	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140
DEHA2C17116g	DEHA2C17116g	CAG86515	protein_coding	17	1	11	303	0	1	167	17	0	10	0	2	24	0	0	0	0	1	0	0	0	0	4	135
DEHA2C17138g	DEHA2C17138g	CAG86516	protein_coding	28	0	43	289	0	16	148	28	0	27	0	0	60	0	0	0	0	0	0	0	0	0	11	141
DEHA2C17160g	DEHA2C17160g	CAG86517	protein_coding	40	0	34	286	0	25	150	40	0	9	0	0	59	0	0	0	0	0	0	0	0	0	15	136
DEHA2C17182g	DEHA2C17182g	CAG86518	protein_coding	16	0	10	290	0	8	166	16	0	2	0	0	20	0	0	0	0	0	0	0	0	0	6	124
DEHA2C17204g	DEHA2C17204g	CAG86519	protein_coding	17	0	14	288	0	13	162	17	0	1	0	0	26	0	0	0	0	0	0	0	0	0	5	126
DEHA2C17226g	DEHA2C17226g	CAG86520	protein_coding	27	0	20	276	0	13	138	27	0	7	0	0	44	0	0	0	0	0	0	0	0	0	3	138
DEHA2C17248g	DEHA2C17248g	CAG86521	protein_coding	11	0	13	300	0	9	132	11	0	4	0	0	23	0	0	0	0	0	0	0	0	0	1	168
DEHA2C17270g	DEHA2C17270g	CAR65594	protein_coding	20	0	34	295	0	14	175	20	0	20	0	0	49	0	0	0	0	0	0	0	0	0	5	120
DEHA2C17292g	DEHA2C17292g	CAR65595	protein_coding	51	0	103	305	0	63	131	51	0	40	0	0	139	0	0	0	0	0	0	0	0	0	15	174
DEHA2C17314g	DEHA2C17314g	CAG86526	protein_coding	82	0	80	307	0	30	129	82	0	50	1	0	150	1	0	0	0	0	0	0	0	0	11	178
DEHA2C17336g	DEHA2C17336g	CAG86527	protein_coding	5	0	3	297	0	2	166	5	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	131
DEHA2C17358g	DEHA2C17358g	CAG86528	protein_coding	25	0	48	283	0	7	132	25	0	41	0	0	70	0	0	0	0	0	0	0	0	0	3	151
DEHA2C17380g	DEHA2C17380g	CAG86529	protein_coding	16	0	12	256	0	11	121	16	0	1	0	0	25	0	0	0	0	0	0	0	0	0	3	135
DEHA2C17402g	DEHA2C17402g	CAG86530	protein_coding	5	0	6	264	0	2	134	5	0	4	0	0	10	0	0	0	0	0	0	0	0	0	1	130
DEHA2C17424g	DEHA2C17424g	CAG86531	protein_coding	14	0	6	254	0	0	124	14	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	130
DEHA2C17446g	DEHA2C17446g	CAG86532	protein_coding	2	0	13	272	0	4	132	2	0	9	0	0	12	0	0	0	0	0	0	0	0	0	3	140
DEHA2C17468g	DEHA2C17468g	CAG86533	protein_coding	35	0	36	260	0	24	131	35	0	12	0	0	66	0	0	0	0	0	0	0	0	0	5	129
