# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2B16236g	DEHA2B16236g	CAR65508	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2
DEHA2B16258g	DEHA2B16258g	CAG85672	protein_coding	0	0	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2B16280g	DEHA2B16280g	CAG85673	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B16302g	DEHA2B16302g	CAG85674	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B16324g	DEHA2B16324g	CAG85675	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16346g	DEHA2B16346g	CAG85676	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16456g	DEHA2B16456g	CAG85681	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B16478g	DEHA2B16478g	CAG85682	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1
DEHA2B16500g	DEHA2B16500g	CAG85683	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B16632g	DEHA2B16632g	CAG85689	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16654g	DEHA2B16654g	CAR65510	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16676g	DEHA2B16676g	CAG85690	protein_coding	0	0	2	20	0	0	0	0	0	2	0	0	0	0	0	0	20
DEHA2B16698g	DEHA2B16698g	CAG85691	protein_coding	0	2	6	47	45	0	0	0	0	6	0	0	0	0	0	2	2
DEHA2B16720g	DEHA2B16720g	CAG85694	protein_coding	1	11	16	26	25	1	1	0	0	15	0	0	0	0	0	11	1
DEHA2B16742g	DEHA2B16742g	CAG85698	protein_coding	0	0	0	42	1	0	0	0	0	0	0	0	0	0	0	0	41
DEHA2C00099g	DEHA2C00099g	CAR65511	protein_coding	0	1	3	41	0	0	0	0	0	3	0	0	0	0	0	1	41
DEHA2C00110g	DEHA2C00110g	CAG85704	protein_coding	0	0	0	47	43	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C00132g	DEHA2C00132g	CAG85705	protein_coding	0	4	10	48	31	0	0	0	0	10	0	0	0	0	0	4	17
DEHA2C00154g	DEHA2C00154g	CAG85706	protein_coding	0	0	0	70	27	0	0	0	0	0	0	0	0	0	0	0	43
DEHA2C00176g	DEHA2C00176g	CAR65512	protein_coding	0	0	0	53	39	0	0	0	0	0	0	0	0	0	0	0	14
DEHA2C00198g	DEHA2C00198g	CAG85707	protein_coding	2	2	4	51	41	0	0	1	0	4	0	1	0	1	1	2	10
DEHA2C00220g	DEHA2C00220g	CAR65513	protein_coding	0	2	2	51	28	0	0	0	0	2	0	0	0	0	0	2	23
DEHA2C00242g	DEHA2C00242g	CAG85709	protein_coding	1	1	1	53	16	0	0	0	0	1	0	1	0	0	1	1	37
DEHA2C00264g	DEHA2C00264g	CAG85710	protein_coding	0	0	0	46	39	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2C00286g	DEHA2C00286g	CAG85711	protein_coding	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	1	31
DEHA2C00297g	DEHA2C00297g	CAG85713	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00330g	DEHA2C00330g	CAG85719	protein_coding	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00352g	DEHA2C00352g	CAG85720	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	25
DEHA2C00374g	DEHA2C00374g	CAR65514	protein_coding	0	0	0	25	25	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00396g	DEHA2C00396g	CAR65515	protein_coding	0	2	7	16	0	0	0	0	0	7	0	0	0	0	0	2	16
DEHA2C00418g	DEHA2C00418g	CAG85721	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	25
DEHA2C00440g	DEHA2C00440g	CAG85722	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	25
DEHA2C00638g	DEHA2C00638g	CAG85732	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00660g	DEHA2C00660g	CAG85733	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C00682g	DEHA2C00682g	CAG85734	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00814g	DEHA2C00814g	CAG85742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00836g	DEHA2C00836g	CAG85743	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00858g	DEHA2C00858g	CAG85744	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00880g	DEHA2C00880g	CAG85745	protein_coding	0	0	1	4	4	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C00902g	DEHA2C00902g	CAR65517	protein_coding	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00924g	DEHA2C00924g	CAR65518	protein_coding	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00946g	DEHA2C00946g	CAR65519	protein_coding	0	3	2	5	1	0	0	0	0	2	0	0	0	0	0	3	4
DEHA2C00968g	DEHA2C00968g	CAG85749	protein_coding	0	1	1	7	5	0	0	0	0	1	0	0	0	0	0	1	2
DEHA2C00990g	DEHA2C00990g	CAG85750	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
DEHA2C01012g	DEHA2C01012g	CAG85751	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01034g	DEHA2C01034g	CAG85752	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01166g	DEHA2C01166g	CAG85759	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01188g	DEHA2C01188g	CAG85760	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01210g	DEHA2C01210g	CAG85761	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DEHA2C01232g	DEHA2C01232g	CAG85762	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01254g	DEHA2C01254g	CAG85763	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01276g	DEHA2C01276g	CAG85764	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01540g	DEHA2C01540g	CAG85780	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01562g	DEHA2C01562g	CAG85781	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2C01584g	DEHA2C01584g	CAG85782	protein_coding	0	0	0	17	16	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01606g	DEHA2C01606g	CAG85783	protein_coding	0	1	0	16	1	0	0	0	0	0	0	0	0	0	0	1	15
DEHA2C01628g	DEHA2C01628g	CAG85784	protein_coding	0	0	0	17	15	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01650g	DEHA2C01650g	CAG85785	protein_coding	0	4	7	5	0	0	0	0	0	7	0	0	0	0	0	4	5
DEHA2C01672g	DEHA2C01672g	CAG85786	protein_coding	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01694g	DEHA2C01694g	CAR65521	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01716g	DEHA2C01716g	CAG85792	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01738g	DEHA2C01738g	CAR65522	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01760g	DEHA2C01760g	CAG85793	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C01782g	DEHA2C01782g	CAG85794	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01804g	DEHA2C01804g	CAG85795	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01826g	DEHA2C01826g	CAG85796	protein_coding	0	1	2	1	0	0	0	0	0	2	0	0	0	0	0	1	1
DEHA2C01848g	DEHA2C01848g	CAG85797	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C01870g	DEHA2C01870g	CAG85798	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02266g	DEHA2C02266g	CAG85817	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C02288g	DEHA2C02288g	CAG85818	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02310g	DEHA2C02310g	CAR65524	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C02332g	DEHA2C02332g	CAG85819	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C02354g	DEHA2C02354g	CAG85820	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02376g	DEHA2C02376g	CAG85821	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02398g	DEHA2C02398g	CAG85822	protein_coding	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C02420g	DEHA2C02420g	CAG85823	protein_coding	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02442r	DEHA2C02442r	DEHA2C02442r	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02464g	DEHA2C02464g	CAG85825	protein_coding	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
DEHA2C02486g	DEHA2C02486g	CAG85826	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02508g	DEHA2C02508g	CAG85827	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02530g	DEHA2C02530g	CAR65525	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02926g	DEHA2C02926g	CAG85847	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02948g	DEHA2C02948g	CAG85848	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02970g	DEHA2C02970g	CAR65526	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02992g	DEHA2C02992g	CAG85850	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C03014g	DEHA2C03014g	CAR65527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03212g	DEHA2C03212g	CAR65532	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03234g	DEHA2C03234g	CAG85869	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03256g	DEHA2C03256g	CAG85870	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03278g	DEHA2C03278g	CAG85871	protein_coding	1	1	7	1	0	0	0	0	0	7	0	0	0	1	0	1	1
DEHA2C03300r	DEHA2C03300r	DEHA2C03300r	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2C03322g	DEHA2C03322g	CAG85872	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2C03344g	DEHA2C03344g	CAG85873	protein_coding	0	0	0	13	9	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C03366g	DEHA2C03366g	CAG85874	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C03388g	DEHA2C03388g	CAG85875	protein_coding	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0
DEHA2C03410g	DEHA2C03410g	CAG85876	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C03432g	DEHA2C03432g	CAG85877	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03454g	DEHA2C03454g	CAG85878	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03476g	DEHA2C03476g	CAG85879	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03498r	DEHA2C03498r	DEHA2C03498r	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03520g	DEHA2C03520g	CAG85880	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03542r	DEHA2C03542r	DEHA2C03542r	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03564g	DEHA2C03564g	CAG85881	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03586g	DEHA2C03586g	CAG85882	protein_coding	0	0	0	17	15	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03608g	DEHA2C03608g	CAG85883	protein_coding	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03630g	DEHA2C03630g	CAG85884	protein_coding	0	11	4	0	0	0	0	0	0	4	0	0	0	0	0	11	0
DEHA2C03652g	DEHA2C03652g	CAG85885	protein_coding	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03674g	DEHA2C03674g	CAG85886	protein_coding	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03696g	DEHA2C03696g	CAG85887	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15
DEHA2C03850g	DEHA2C03850g	CAG85894	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03872g	DEHA2C03872g	CAG85895	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	25
DEHA2C03894g	DEHA2C03894g	CAG85896	protein_coding	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	28
DEHA2C03916g	DEHA2C03916g	CAR65533	protein_coding	1	8	7	14	0	1	0	0	0	7	0	0	1	0	0	8	14
DEHA2C03938g	DEHA2C03938g	CAG85900	protein_coding	0	2	1	29	25	0	0	0	0	1	0	0	0	0	0	2	4
DEHA2C03960g	DEHA2C03960g	CAG85901	protein_coding	0	0	1	31	28	0	0	0	0	1	0	0	0	0	0	0	3
DEHA2C03982g	DEHA2C03982g	CAG85902	protein_coding	0	0	3	5	0	0	0	0	0	3	0	0	0	0	0	0	5
DEHA2C04004g	DEHA2C04004g	CAG85903	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C04026g	DEHA2C04026g	CAG85904	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04488g	DEHA2C04488g	CAG85926	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04510g	DEHA2C04510g	CAG85927	protein_coding	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04532g	DEHA2C04532g	CAG85928	protein_coding	0	0	1	20	20	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C04554g	DEHA2C04554g	CAG85929	protein_coding	0	0	0	21	20	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04576g	DEHA2C04576g	CAR65534	protein_coding	1	6	1	13	0	1	0	0	0	1	0	0	0	0	0	6	13
DEHA2C04598g	DEHA2C04598g	CAG85936	protein_coding	0	0	0	21	21	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04620g	DEHA2C04620g	CAG85937	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	20
DEHA2C04642g	DEHA2C04642g	CAG85938	protein_coding	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04664g	DEHA2C04664g	CAG85939	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C05236g	DEHA2C05236g	CAG85965	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C05258g	DEHA2C05258g	CAG85966	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C05280g	DEHA2C05280g	CAG85967	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C05302g	DEHA2C05302g	CAR65538	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C05324g	DEHA2C05324g	CAG85970	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C05808g	DEHA2C05808g	CAG85995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C05830g	DEHA2C05830g	CAG85996	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C05852g	DEHA2C05852g	CAG85998	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C05874g	DEHA2C05874g	CAG85999	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06028g	DEHA2C06028g	CAG86006	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C06050g	DEHA2C06050g	CAG86007	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06072g	DEHA2C06072g	CAG86008	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06094g	DEHA2C06094g	CAR65545	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06116g	DEHA2C06116g	CAG86010	protein_coding	1	2	3	0	0	0	0	0	0	3	0	0	0	1	0	2	0
DEHA2C06138g	DEHA2C06138g	CAG86011	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C06160g	DEHA2C06160g	CAG86012	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06270g	DEHA2C06270g	CAG86016	protein_coding	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06292g	DEHA2C06292g	CAG86017	protein_coding	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18
DEHA2C06314g	DEHA2C06314g	CAR65546	protein_coding	0	8	10	0	0	0	0	0	0	10	0	0	0	0	0	8	0
DEHA2C06336g	DEHA2C06336g	CAG86020	protein_coding	0	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06358g	DEHA2C06358g	CAG86021	protein_coding	0	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06402g	DEHA2C06402g	CAG86023	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2C06424r	DEHA2C06424r	DEHA2C06424r	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06446g	DEHA2C06446g	CAG86024	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2C06468g	DEHA2C06468g	CAG86025	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06490g	DEHA2C06490g	CAG86026	protein_coding	1	1	1	4	0	0	0	0	5	2	1	1	0	0	0	1	0
DEHA2C06512g	DEHA2C06512g	CAG86027	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06534r	DEHA2C06534r	DEHA2C06534r	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06556g	DEHA2C06556g	CAG86028	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2C06578g	DEHA2C06578g	CAG86029	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06600g	DEHA2C06600g	CAG86030	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06622g	DEHA2C06622g	CAG86031	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2C06842r	DEHA2C06842r	DEHA2C06842r	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06864g	DEHA2C06864g	CAG86039	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06886g	DEHA2C06886g	CAG86040	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2C06908r	DEHA2C06908r	DEHA2C06908r	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06930g	DEHA2C06930g	CAG86041	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2C06952g	DEHA2C06952g	CAG86042	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2C07172g	DEHA2C07172g	CAG86052	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C07194g	DEHA2C07194g	CAG86053	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C07216g	DEHA2C07216g	CAG86054	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2C07238g	DEHA2C07238g	CAG86055	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07260g	DEHA2C07260g	CAG86056	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07282g	DEHA2C07282g	CAG86057	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C07304g	DEHA2C07304g	CAG86058	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07326g	DEHA2C07326g	CAG86059	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07348r	DEHA2C07348r	DEHA2C07348r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07370g	DEHA2C07370g	CAG86060	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C07392g	DEHA2C07392g	CAG86061	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07414g	DEHA2C07414g	CAG86062	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07436g	DEHA2C07436g	CAG86063	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07458g	DEHA2C07458g	CAG86064	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07480g	DEHA2C07480g	CAR65548	protein_coding	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C07502g	DEHA2C07502g	CAG86067	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07524g	DEHA2C07524g	CAG86068	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07546g	DEHA2C07546g	CAG86069	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C07568g	DEHA2C07568g	CAG86070	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07590g	DEHA2C07590g	CAG86071	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07612g	DEHA2C07612g	CAG86072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07634g	DEHA2C07634g	CAG86073	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07964g	DEHA2C07964g	CAG86089	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07986g	DEHA2C07986g	CAG86090	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08008g	DEHA2C08008g	CAG86091	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08030g	DEHA2C08030g	CAG86092	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
DEHA2C08052g	DEHA2C08052g	CAG86093	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08074g	DEHA2C08074g	CAG86094	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08690g	DEHA2C08690g	CAG86123	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C08712g	DEHA2C08712g	CAG86124	protein_coding	0	1	0	3	0	0	0	0	2	0	0	1	0	0	0	1	1
DEHA2C08734g	DEHA2C08734g	CAG86125	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C08756g	DEHA2C08756g	CAG86126	protein_coding	0	0	1	3	3	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C08778g	DEHA2C08778g	CAG86127	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08932g	DEHA2C08932g	CAG86136	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08954g	DEHA2C08954g	CAG86137	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08976g	DEHA2C08976g	CAG86138	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DEHA2C08998g	DEHA2C08998g	CAG86139	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C10208r	DEHA2C10208r	DEHA2C10208r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10230r	DEHA2C10230r	DEHA2C10230r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10252g	DEHA2C10252g	CAG86199	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C10274g	DEHA2C10274g	CAG86200	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C10296g	DEHA2C10296g	CAG86201	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
