# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2B16324g	DEHA2B16324g	CAG85675	protein_coding	0	0	0	16	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B16346g	DEHA2B16346g	CAG85676	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
DEHA2B16368g	DEHA2B16368g	CAG85677	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16390g	DEHA2B16390g	CAG85678	protein_coding	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16412g	DEHA2B16412g	CAG85679	protein_coding	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16434g	DEHA2B16434g	CAG85680	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B16456g	DEHA2B16456g	CAG85681	protein_coding	0	0	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3
DEHA2B16478g	DEHA2B16478g	CAG85682	protein_coding	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
DEHA2B16500g	DEHA2B16500g	CAG85683	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B16632g	DEHA2B16632g	CAG85689	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16654g	DEHA2B16654g	CAR65510	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16676g	DEHA2B16676g	CAG85690	protein_coding	0	0	2	18	0	0	0	0	0	0	0	2	0	0	0	0	0	0	18
DEHA2B16698g	DEHA2B16698g	CAG85691	protein_coding	0	0	0	43	0	0	41	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B16720g	DEHA2B16720g	CAG85694	protein_coding	1	6	11	23	0	0	23	1	1	0	0	10	0	0	0	0	0	6	0
DEHA2B16742g	DEHA2B16742g	CAG85698	protein_coding	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
DEHA2C00099g	DEHA2C00099g	CAR65511	protein_coding	0	3	5	35	0	0	4	0	0	0	0	5	0	0	0	0	0	3	31
DEHA2C00110g	DEHA2C00110g	CAG85704	protein_coding	0	0	0	41	0	0	35	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C00132g	DEHA2C00132g	CAG85705	protein_coding	0	5	9	37	0	0	24	0	0	0	0	9	0	0	0	0	0	5	13
DEHA2C00154g	DEHA2C00154g	CAG85706	protein_coding	0	0	0	57	0	0	22	0	0	0	0	0	0	0	0	0	0	0	35
DEHA2C00176g	DEHA2C00176g	CAR65512	protein_coding	0	0	0	49	0	0	33	0	0	0	0	0	0	0	0	0	0	0	16
DEHA2C00198g	DEHA2C00198g	CAG85707	protein_coding	1	1	3	50	0	0	38	0	0	0	0	3	0	0	0	1	0	1	12
DEHA2C00220g	DEHA2C00220g	CAR65513	protein_coding	0	2	2	40	0	0	22	0	0	0	0	2	0	0	0	0	0	2	18
DEHA2C00242g	DEHA2C00242g	CAG85709	protein_coding	1	1	1	40	0	0	9	0	0	0	0	1	0	1	0	0	1	1	31
DEHA2C00264g	DEHA2C00264g	CAG85710	protein_coding	0	0	0	38	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00286g	DEHA2C00286g	CAG85711	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
DEHA2C00330g	DEHA2C00330g	CAG85719	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00352g	DEHA2C00352g	CAG85720	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C00374g	DEHA2C00374g	CAR65514	protein_coding	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C00396g	DEHA2C00396g	CAR65515	protein_coding	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00418g	DEHA2C00418g	CAG85721	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C00440g	DEHA2C00440g	CAG85722	protein_coding	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
DEHA2C00484g	DEHA2C00484g	CAG85723	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00506g	DEHA2C00506g	CAG85724	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00528g	DEHA2C00528g	CAG85725	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00594g	DEHA2C00594g	CAG85730	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00638g	DEHA2C00638g	CAG85732	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00660g	DEHA2C00660g	CAG85733	protein_coding	0	0	1	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2C00682g	DEHA2C00682g	CAG85734	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00704g	DEHA2C00704g	CAG85737	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00726g	DEHA2C00726g	CAG85738	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00748g	DEHA2C00748g	CAR65516	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00770g	DEHA2C00770g	CAG85740	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00792g	DEHA2C00792g	CAG85741	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00814g	DEHA2C00814g	CAG85742	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C00836g	DEHA2C00836g	CAG85743	protein_coding	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
DEHA2C00858g	DEHA2C00858g	CAG85744	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C00880g	DEHA2C00880g	CAG85745	protein_coding	0	0	1	6	0	0	5	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2C00902g	DEHA2C00902g	CAR65517	protein_coding	0	0	1	5	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2C00924g	DEHA2C00924g	CAR65518	protein_coding	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C00946g	DEHA2C00946g	CAR65519	protein_coding	0	2	1	10	0	0	3	0	0	0	0	1	0	0	0	0	0	2	7
DEHA2C00968g	DEHA2C00968g	CAG85749	protein_coding	0	1	6	4	0	0	4	0	0	0	0	6	0	0	0	0	0	1	0
DEHA2C00990g	DEHA2C00990g	CAG85750	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2C01012g	DEHA2C01012g	CAG85751	protein_coding	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01034g	DEHA2C01034g	CAG85752	protein_coding	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01100g	DEHA2C01100g	CAG85755	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01122g	DEHA2C01122g	CAG85756	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01144g	DEHA2C01144g	CAR65520	protein_coding	0	0	1	4	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C01166g	DEHA2C01166g	CAG85759	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C01188g	DEHA2C01188g	CAG85760	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C01210g	DEHA2C01210g	CAG85761	protein_coding	0	3	3	1	0	0	1	0	0	0	0	3	0	0	0	0	0	3	0
DEHA2C01232g	DEHA2C01232g	CAG85762	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C01254g	DEHA2C01254g	CAG85763	protein_coding	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01276g	DEHA2C01276g	CAG85764	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01298g	DEHA2C01298g	CAG85765	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01320g	DEHA2C01320g	CAG85767	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01342g	DEHA2C01342g	CAG85768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01364g	DEHA2C01364g	CAG85769	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01386g	DEHA2C01386g	CAG85770	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01408g	DEHA2C01408g	CAG85771	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01430g	DEHA2C01430g	CAG85772	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01452g	DEHA2C01452g	CAG85773	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01474g	DEHA2C01474g	CAG85774	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C01496g	DEHA2C01496g	CAG85775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01518g	DEHA2C01518g	CAG85776	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01540g	DEHA2C01540g	CAG85780	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01562g	DEHA2C01562g	CAG85781	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2C01584g	DEHA2C01584g	CAG85782	protein_coding	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01606g	DEHA2C01606g	CAG85783	protein_coding	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C01628g	DEHA2C01628g	CAG85784	protein_coding	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
DEHA2C01650g	DEHA2C01650g	CAG85785	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C01672g	DEHA2C01672g	CAG85786	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01694g	DEHA2C01694g	CAR65521	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01716g	DEHA2C01716g	CAG85792	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01738g	DEHA2C01738g	CAR65522	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01760g	DEHA2C01760g	CAG85793	protein_coding	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
DEHA2C01782g	DEHA2C01782g	CAG85794	protein_coding	0	0	0	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01804g	DEHA2C01804g	CAG85795	protein_coding	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01826g	DEHA2C01826g	CAG85796	protein_coding	0	2	6	4	0	0	3	0	0	0	0	6	0	0	0	0	0	2	1
DEHA2C01848g	DEHA2C01848g	CAG85797	protein_coding	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9
DEHA2C01870g	DEHA2C01870g	CAG85798	protein_coding	0	0	2	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9
DEHA2C01892g	DEHA2C01892g	CAG85799	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01914g	DEHA2C01914g	CAG85800	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C02002g	DEHA2C02002g	CAG85804	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02024r	DEHA2C02024r	DEHA2C02024r	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02046g	DEHA2C02046g	CAG85805	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02068g	DEHA2C02068g	CAG85806	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02090g	DEHA2C02090g	CAG85807	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02112g	DEHA2C02112g	CAG85808	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02134g	DEHA2C02134g	CAG85809	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02156g	DEHA2C02156g	CAR65523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02178g	DEHA2C02178g	CAG85813	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02266g	DEHA2C02266g	CAG85817	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02288g	DEHA2C02288g	CAG85818	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02310g	DEHA2C02310g	CAR65524	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02332g	DEHA2C02332g	CAG85819	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02354g	DEHA2C02354g	CAG85820	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02376g	DEHA2C02376g	CAG85821	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02398g	DEHA2C02398g	CAG85822	protein_coding	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02420g	DEHA2C02420g	CAG85823	protein_coding	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C02442r	DEHA2C02442r	DEHA2C02442r	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C02464g	DEHA2C02464g	CAG85825	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
DEHA2C02486g	DEHA2C02486g	CAG85826	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C02508g	DEHA2C02508g	CAG85827	protein_coding	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
DEHA2C02530g	DEHA2C02530g	CAR65525	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C02552g	DEHA2C02552g	CAG85830	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02640g	DEHA2C02640g	CAG85834	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02662g	DEHA2C02662g	CAG85835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02684g	DEHA2C02684g	CAG85836	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02706g	DEHA2C02706g	CAG85837	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02728g	DEHA2C02728g	CAG85838	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02750g	DEHA2C02750g	CAG85839	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02772g	DEHA2C02772g	CAG85840	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02926g	DEHA2C02926g	CAG85847	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02948g	DEHA2C02948g	CAG85848	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02970g	DEHA2C02970g	CAR65526	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02992g	DEHA2C02992g	CAG85850	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C03014g	DEHA2C03014g	CAR65527	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03036g	DEHA2C03036g	CAG85859	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C03058g	DEHA2C03058g	CAG85860	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03080g	DEHA2C03080g	CAG85861	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03102g	DEHA2C03102g	CAR65528	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03124g	DEHA2C03124g	CAR65529	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C03146g	DEHA2C03146g	CAR65530	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03168g	DEHA2C03168g	CAG85866	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03190g	DEHA2C03190g	CAR65531	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03212g	DEHA2C03212g	CAR65532	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03234g	DEHA2C03234g	CAG85869	protein_coding	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03256g	DEHA2C03256g	CAG85870	protein_coding	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03278g	DEHA2C03278g	CAG85871	protein_coding	0	2	3	2	0	0	1	0	0	0	0	3	0	0	0	0	0	2	1
DEHA2C03300r	DEHA2C03300r	DEHA2C03300r	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C03322g	DEHA2C03322g	CAG85872	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C03344g	DEHA2C03344g	CAG85873	protein_coding	0	0	1	10	0	0	5	0	0	0	0	1	0	0	0	0	0	0	5
DEHA2C03366g	DEHA2C03366g	CAG85874	protein_coding	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C03388g	DEHA2C03388g	CAG85875	protein_coding	0	2	2	2	0	0	1	0	0	0	0	2	0	0	0	0	0	2	1
DEHA2C03410g	DEHA2C03410g	CAG85876	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C03432g	DEHA2C03432g	CAG85877	protein_coding	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03454g	DEHA2C03454g	CAG85878	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03476g	DEHA2C03476g	CAG85879	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03498r	DEHA2C03498r	DEHA2C03498r	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03520g	DEHA2C03520g	CAG85880	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03542r	DEHA2C03542r	DEHA2C03542r	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03564g	DEHA2C03564g	CAG85881	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03586g	DEHA2C03586g	CAG85882	protein_coding	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03608g	DEHA2C03608g	CAG85883	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03630g	DEHA2C03630g	CAG85884	protein_coding	0	1	2	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0
DEHA2C03652g	DEHA2C03652g	CAG85885	protein_coding	0	0	1	4	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2C03674g	DEHA2C03674g	CAG85886	protein_coding	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03696g	DEHA2C03696g	CAG85887	protein_coding	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C03718g	DEHA2C03718g	CAG85888	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03740g	DEHA2C03740g	CAG85889	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03762g	DEHA2C03762g	CAG85890	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03784g	DEHA2C03784g	CAG85891	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03872g	DEHA2C03872g	CAG85895	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
DEHA2C03894g	DEHA2C03894g	CAG85896	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
DEHA2C03916g	DEHA2C03916g	CAR65533	protein_coding	1	8	5	11	0	0	0	1	0	0	0	5	0	0	1	0	0	8	11
DEHA2C03938g	DEHA2C03938g	CAG85900	protein_coding	0	2	3	19	0	0	19	0	0	0	0	3	0	0	0	0	0	2	0
DEHA2C03960g	DEHA2C03960g	CAG85901	protein_coding	0	0	0	24	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03982g	DEHA2C03982g	CAG85902	protein_coding	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C04004g	DEHA2C04004g	CAG85903	protein_coding	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04026g	DEHA2C04026g	CAG85904	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
DEHA2C04048g	DEHA2C04048g	CAG85905	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C04070g	DEHA2C04070g	CAG85906	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04092g	DEHA2C04092g	CAG85907	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04246g	DEHA2C04246g	CAG85914	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C04268g	DEHA2C04268g	CAG85915	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04290g	DEHA2C04290g	CAG85916	protein_coding	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2C04312g	DEHA2C04312g	CAG85917	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04334g	DEHA2C04334g	CAG85919	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C04356g	DEHA2C04356g	CAG85920	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04378g	DEHA2C04378g	CAG85921	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C04488g	DEHA2C04488g	CAG85926	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04510g	DEHA2C04510g	CAG85927	protein_coding	0	0	0	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04532g	DEHA2C04532g	CAG85928	protein_coding	0	0	1	17	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C04554g	DEHA2C04554g	CAG85929	protein_coding	0	0	0	18	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C04576g	DEHA2C04576g	CAR65534	protein_coding	1	6	1	10	0	0	0	1	0	0	0	1	0	0	0	0	0	6	10
DEHA2C04598g	DEHA2C04598g	CAG85936	protein_coding	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04620g	DEHA2C04620g	CAG85937	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
DEHA2C04642g	DEHA2C04642g	CAG85938	protein_coding	0	0	0	16	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04664g	DEHA2C04664g	CAG85939	protein_coding	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04686g	DEHA2C04686g	CAG85940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04708g	DEHA2C04708g	CAG85941	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04730g	DEHA2C04730g	CAG85942	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04752g	DEHA2C04752g	CAG85943	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C05082g	DEHA2C05082g	CAG85958	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C05104g	DEHA2C05104g	CAG85959	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
