# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2B03586g	DEHA2B03586g	CAR65442	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B03608g	DEHA2B03608g	CAG85114	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B03630g	DEHA2B03630g	CAR65443	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B03652g	DEHA2B03652g	CAR65444	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B03674g	DEHA2B03674g	CAR65445	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B03696g	DEHA2B03696g	CAG85116	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B03718g	DEHA2B03718g	CAG85117	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B04774g	DEHA2B04774g	CAR65450	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B04796g	DEHA2B04796g	CAG85166	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B04818g	DEHA2B04818g	CAG85167	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2B04840r	DEHA2B04840r	DEHA2B04840r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B04862g	DEHA2B04862g	CAG85168	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B04884g	DEHA2B04884g	CAG85169	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B04906g	DEHA2B04906g	CAG85170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B05566g	DEHA2B05566g	CAG85197	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B05588g	DEHA2B05588g	CAG85198	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B05610g	DEHA2B05610g	CAG85199	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B05632g	DEHA2B05632g	CAG85200	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1
DEHA2B05654g	DEHA2B05654g	CAG85201	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1
DEHA2B05676g	DEHA2B05676g	CAG85202	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2
DEHA2B05698g	DEHA2B05698g	CAG85203	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B05720g	DEHA2B05720g	CAG85204	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B05742g	DEHA2B05742g	CAG85205	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2B05764g	DEHA2B05764g	CAG85206	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B06622g	DEHA2B06622g	CAG85245	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B06644g	DEHA2B06644g	CAG85246	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B06666g	DEHA2B06666g	CAG85247	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B06688r	DEHA2B06688r	DEHA2B06688r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B06710g	DEHA2B06710g	CAG85248	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2B06732g	DEHA2B06732g	CAG85249	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08030g	DEHA2B08030g	CAG85309	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B08052g	DEHA2B08052g	CAG85310	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08074g	DEHA2B08074g	CAG85311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B08096g	DEHA2B08096g	CAG85312	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2B08118g	DEHA2B08118g	CAG85314	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B08140g	DEHA2B08140g	CAG85315	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08382g	DEHA2B08382g	CAG85325	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B08404g	DEHA2B08404g	CAG85326	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08426g	DEHA2B08426g	CAG85327	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B08448g	DEHA2B08448g	CAG85328	protein_coding	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
DEHA2B08470r	DEHA2B08470r	DEHA2B08470r	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2B08492g	DEHA2B08492g	CAG85329	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1
DEHA2B08514g	DEHA2B08514g	CAG85330	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08536g	DEHA2B08536g	CAG85331	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08558g	DEHA2B08558g	CAG85332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B08910g	DEHA2B08910g	CAG85347	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B08932g	DEHA2B08932g	CAG85348	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08954g	DEHA2B08954g	CAG85349	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08976r	DEHA2B08976r	DEHA2B08976r	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08998g	DEHA2B08998g	CAG85350	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B09020g	DEHA2B09020g	CAG85351	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B09086r	DEHA2B09086r	DEHA2B09086r	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B09108r	DEHA2B09108r	DEHA2B09108r	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2
DEHA2B09130r	DEHA2B09130r	DEHA2B09130r	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2
DEHA2B09152r	DEHA2B09152r	DEHA2B09152r	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B09174r	DEHA2B09174r	DEHA2B09174r	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B09196g	DEHA2B09196g	CAG85354	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B09218g	DEHA2B09218g	CAG85355	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B09240g	DEHA2B09240g	CAG85356	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B09614g	DEHA2B09614g	CAG85375	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B09636g	DEHA2B09636g	CAG85376	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B09658g	DEHA2B09658g	CAG85377	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B09680g	DEHA2B09680g	CAG85378	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2B09702g	DEHA2B09702g	CAR65477	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B09724g	DEHA2B09724g	CAG85380	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B11088g	DEHA2B11088g	CAG85439	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11110g	DEHA2B11110g	CAR65482	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2B11132r	DEHA2B11132r	DEHA2B11132r	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11154r	DEHA2B11154r	DEHA2B11154r	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11176g	DEHA2B11176g	CAG85442	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11198r	DEHA2B11198r	DEHA2B11198r	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2B11220g	DEHA2B11220g	CAG85443	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11242g	DEHA2B11242g	CAG85444	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2B11352g	DEHA2B11352g	CAG85449	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11374g	DEHA2B11374g	CAG85450	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B11396g	DEHA2B11396g	CAG85451	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11418g	DEHA2B11418g	CAG85452	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B11440g	DEHA2B11440g	CAG85453	protein_coding	0	0	3	1	1	0	0	0	0	3	0	0	0	0	0	0
DEHA2B11462g	DEHA2B11462g	CAG85455	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B11484g	DEHA2B11484g	CAG85456	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11506g	DEHA2B11506g	CAG85457	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12540g	DEHA2B12540g	CAG85504	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12562g	DEHA2B12562g	CAG85505	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B12584g	DEHA2B12584g	CAR65484	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12787g	DEHA2B12787g	CAR65485	protein_coding	0	0	1	11	8	0	0	0	0	1	0	0	0	0	0	3
DEHA2B12870g	DEHA2B12870g	CAR65486	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12892g	DEHA2B12892g	CAG85511	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B13068g	DEHA2B13068g	CAG85519	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B13090g	DEHA2B13090g	CAG85520	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B13112g	DEHA2B13112g	CAG85521	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B13134g	DEHA2B13134g	CAG85522	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0
DEHA2B13156g	DEHA2B13156g	CAR65487	protein_coding	0	2	2	0	0	0	0	0	0	2	0	0	0	0	2	0
DEHA2B13178g	DEHA2B13178g	CAG85526	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B14960g	DEHA2B14960g	CAG85609	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B14982g	DEHA2B14982g	CAG85610	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15004g	DEHA2B15004g	CAG85611	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15026g	DEHA2B15026g	CAG85612	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B15048g	DEHA2B15048g	CAG85613	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15070g	DEHA2B15070g	CAG85614	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15092g	DEHA2B15092g	CAG85615	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15180g	DEHA2B15180g	CAG85620	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B15202g	DEHA2B15202g	CAG85621	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B15224g	DEHA2B15224g	CAG85622	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B15246g	DEHA2B15246g	CAG85623	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B15268g	DEHA2B15268g	CAG85624	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15290g	DEHA2B15290g	CAG85625	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B15312g	DEHA2B15312g	CAG85626	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15334g	DEHA2B15334g	CAG85630	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B15928g	DEHA2B15928g	CAG85658	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15950g	DEHA2B15950g	CAR65506	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15972g	DEHA2B15972g	CAG85659	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15994g	DEHA2B15994g	CAG85660	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16016g	DEHA2B16016g	CAR65507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16038g	DEHA2B16038g	CAG85662	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16060g	DEHA2B16060g	CAG85663	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16170g	DEHA2B16170g	CAG85668	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16192g	DEHA2B16192g	CAG85669	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16214g	DEHA2B16214g	CAG85670	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2B16236g	DEHA2B16236g	CAR65508	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16258g	DEHA2B16258g	CAG85672	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16280g	DEHA2B16280g	CAG85673	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16302g	DEHA2B16302g	CAG85674	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16324g	DEHA2B16324g	CAG85675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16346g	DEHA2B16346g	CAG85676	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2B16368g	DEHA2B16368g	CAG85677	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16390g	DEHA2B16390g	CAG85678	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16456g	DEHA2B16456g	CAG85681	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16478g	DEHA2B16478g	CAG85682	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2B16500g	DEHA2B16500g	CAG85683	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16610g	DEHA2B16610g	CAR65509	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2B16632g	DEHA2B16632g	CAG85689	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16654g	DEHA2B16654g	CAR65510	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16676g	DEHA2B16676g	CAG85690	protein_coding	0	0	2	28	5	0	0	0	0	2	0	0	0	0	0	23
DEHA2B16698g	DEHA2B16698g	CAG85691	protein_coding	0	3	6	44	37	0	0	0	0	6	0	0	0	0	3	7
DEHA2B16720g	DEHA2B16720g	CAG85694	protein_coding	0	8	14	24	24	0	1	0	0	13	0	0	0	0	8	0
DEHA2B16742g	DEHA2B16742g	CAG85698	protein_coding	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	49
DEHA2C00099g	DEHA2C00099g	CAR65511	protein_coding	0	3	2	47	5	0	0	0	0	2	0	0	0	0	3	42
DEHA2C00110g	DEHA2C00110g	CAG85704	protein_coding	0	0	0	53	48	0	0	0	0	0	0	0	0	0	0	5
DEHA2C00132g	DEHA2C00132g	CAG85705	protein_coding	0	6	17	41	30	0	0	0	0	17	0	0	0	0	6	11
DEHA2C00154g	DEHA2C00154g	CAG85706	protein_coding	0	0	0	69	21	0	0	0	0	0	0	0	0	0	0	48
DEHA2C00176g	DEHA2C00176g	CAR65512	protein_coding	0	0	0	56	33	0	0	0	0	0	0	0	0	0	0	23
DEHA2C00198g	DEHA2C00198g	CAG85707	protein_coding	1	1	3	54	38	0	0	0	0	3	0	0	1	0	1	16
DEHA2C00220g	DEHA2C00220g	CAR65513	protein_coding	0	2	2	45	28	0	0	0	0	2	0	0	0	0	2	17
DEHA2C00242g	DEHA2C00242g	CAG85709	protein_coding	1	1	1	46	15	0	0	0	0	1	1	0	0	1	1	31
DEHA2C00264g	DEHA2C00264g	CAG85710	protein_coding	0	0	0	44	38	0	0	0	0	0	0	0	0	0	0	6
DEHA2C00286g	DEHA2C00286g	CAG85711	protein_coding	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	31
DEHA2C00297g	DEHA2C00297g	CAG85713	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00330g	DEHA2C00330g	CAG85719	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00352g	DEHA2C00352g	CAG85720	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19
DEHA2C00374g	DEHA2C00374g	CAR65514	protein_coding	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00396g	DEHA2C00396g	CAR65515	protein_coding	0	0	5	14	0	0	0	0	0	5	0	0	0	0	0	14
DEHA2C00418g	DEHA2C00418g	CAG85721	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19
DEHA2C00440g	DEHA2C00440g	CAG85722	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19
DEHA2C00638g	DEHA2C00638g	CAG85732	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00660g	DEHA2C00660g	CAG85733	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2C00682g	DEHA2C00682g	CAG85734	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00748g	DEHA2C00748g	CAR65516	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00770g	DEHA2C00770g	CAG85740	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2C00792g	DEHA2C00792g	CAG85741	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00814g	DEHA2C00814g	CAG85742	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00836g	DEHA2C00836g	CAG85743	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00880g	DEHA2C00880g	CAG85745	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00902g	DEHA2C00902g	CAR65517	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00924g	DEHA2C00924g	CAR65518	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00946g	DEHA2C00946g	CAR65519	protein_coding	0	5	0	5	0	0	0	0	0	0	0	0	0	0	5	5
DEHA2C00968g	DEHA2C00968g	CAG85749	protein_coding	0	1	4	5	5	0	0	0	0	4	0	0	0	0	1	0
DEHA2C00990g	DEHA2C00990g	CAG85750	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
DEHA2C01012g	DEHA2C01012g	CAG85751	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01034g	DEHA2C01034g	CAG85752	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01144g	DEHA2C01144g	CAR65520	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01166g	DEHA2C01166g	CAG85759	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C01188g	DEHA2C01188g	CAG85760	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C01210g	DEHA2C01210g	CAG85761	protein_coding	0	4	1	0	0	0	0	0	0	1	0	0	0	0	4	0
DEHA2C01232g	DEHA2C01232g	CAG85762	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C01254g	DEHA2C01254g	CAG85763	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01276g	DEHA2C01276g	CAG85764	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01540g	DEHA2C01540g	CAG85780	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01562g	DEHA2C01562g	CAG85781	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2C01584g	DEHA2C01584g	CAG85782	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01606g	DEHA2C01606g	CAG85783	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01628g	DEHA2C01628g	CAG85784	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01650g	DEHA2C01650g	CAG85785	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01672g	DEHA2C01672g	CAG85786	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02266g	DEHA2C02266g	CAG85817	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02288g	DEHA2C02288g	CAG85818	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02310g	DEHA2C02310g	CAR65524	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02332g	DEHA2C02332g	CAG85819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02354g	DEHA2C02354g	CAG85820	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02376g	DEHA2C02376g	CAG85821	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02398g	DEHA2C02398g	CAG85822	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02420g	DEHA2C02420g	CAG85823	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02926g	DEHA2C02926g	CAG85847	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C02948g	DEHA2C02948g	CAG85848	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C02970g	DEHA2C02970g	CAR65526	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02992g	DEHA2C02992g	CAG85850	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
DEHA2C03014g	DEHA2C03014g	CAR65527	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03036g	DEHA2C03036g	CAG85859	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2C03058g	DEHA2C03058g	CAG85860	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03080g	DEHA2C03080g	CAG85861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03102g	DEHA2C03102g	CAR65528	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03344g	DEHA2C03344g	CAG85873	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03366g	DEHA2C03366g	CAG85874	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03388g	DEHA2C03388g	CAG85875	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
DEHA2C03410g	DEHA2C03410g	CAG85876	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03432g	DEHA2C03432g	CAG85877	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03454g	DEHA2C03454g	CAG85878	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DEHA2C03476g	DEHA2C03476g	CAG85879	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03498r	DEHA2C03498r	DEHA2C03498r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03586g	DEHA2C03586g	CAG85882	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03608g	DEHA2C03608g	CAG85883	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03630g	DEHA2C03630g	CAG85884	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
DEHA2C03652g	DEHA2C03652g	CAG85885	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03674g	DEHA2C03674g	CAG85886	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03696g	DEHA2C03696g	CAG85887	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
