# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2B15994g	DEHA2B15994g	CAG85660	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16016g	DEHA2B16016g	CAR65507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16038g	DEHA2B16038g	CAG85662	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16060g	DEHA2B16060g	CAG85663	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16170g	DEHA2B16170g	CAG85668	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16192g	DEHA2B16192g	CAG85669	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16214g	DEHA2B16214g	CAG85670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16236g	DEHA2B16236g	CAR65508	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2B16258g	DEHA2B16258g	CAG85672	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16280g	DEHA2B16280g	CAG85673	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16302g	DEHA2B16302g	CAG85674	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16324g	DEHA2B16324g	CAG85675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16346g	DEHA2B16346g	CAG85676	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DEHA2B16368g	DEHA2B16368g	CAG85677	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16390g	DEHA2B16390g	CAG85678	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16632g	DEHA2B16632g	CAG85689	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16654g	DEHA2B16654g	CAR65510	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16676g	DEHA2B16676g	CAG85690	protein_coding	0	0	2	22	0	0	0	0	0	0	2	0	0	0	0	0	0	22
DEHA2B16698g	DEHA2B16698g	CAG85691	protein_coding	0	2	7	42	0	40	0	0	0	0	7	0	0	0	0	0	2	2
DEHA2B16720g	DEHA2B16720g	CAG85694	protein_coding	0	6	15	28	0	28	0	1	0	0	14	0	0	0	0	0	6	0
DEHA2B16742g	DEHA2B16742g	CAG85698	protein_coding	0	0	0	41	0	1	0	0	0	0	0	0	0	0	0	0	0	40
DEHA2C00099g	DEHA2C00099g	CAR65511	protein_coding	0	4	2	39	0	5	0	0	0	0	2	0	0	0	0	0	4	34
DEHA2C00110g	DEHA2C00110g	CAG85704	protein_coding	0	0	0	42	0	36	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C00132g	DEHA2C00132g	CAG85705	protein_coding	0	3	10	38	0	27	0	0	0	0	10	0	0	0	0	0	3	11
DEHA2C00154g	DEHA2C00154g	CAG85706	protein_coding	0	0	0	57	0	21	0	0	0	0	0	0	0	0	0	0	0	36
DEHA2C00176g	DEHA2C00176g	CAR65512	protein_coding	0	0	0	46	0	33	0	0	0	0	0	0	0	0	0	0	0	13
DEHA2C00198g	DEHA2C00198g	CAG85707	protein_coding	1	1	3	48	0	38	0	0	0	0	3	0	0	0	1	0	1	10
DEHA2C00220g	DEHA2C00220g	CAR65513	protein_coding	0	2	2	48	0	31	0	0	0	0	2	0	0	0	0	0	2	17
DEHA2C00242g	DEHA2C00242g	CAG85709	protein_coding	1	1	1	49	0	18	0	0	0	0	1	0	1	0	0	1	1	31
DEHA2C00264g	DEHA2C00264g	CAG85710	protein_coding	0	0	0	47	0	38	0	0	0	0	0	0	0	0	0	0	0	9
DEHA2C00286g	DEHA2C00286g	CAG85711	protein_coding	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	34
DEHA2C00297g	DEHA2C00297g	CAG85713	protein_coding	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00308g	DEHA2C00308g	CAG85718	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00330g	DEHA2C00330g	CAG85719	protein_coding	0	0	1	18	0	18	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C00352g	DEHA2C00352g	CAG85720	protein_coding	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	23
DEHA2C00374g	DEHA2C00374g	CAR65514	protein_coding	0	0	0	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00396g	DEHA2C00396g	CAR65515	protein_coding	0	3	7	13	0	0	0	0	0	0	7	0	0	0	0	0	3	13
DEHA2C00418g	DEHA2C00418g	CAG85721	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	23
DEHA2C00440g	DEHA2C00440g	CAG85722	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	23
DEHA2C00638g	DEHA2C00638g	CAG85732	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00660g	DEHA2C00660g	CAG85733	protein_coding	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C00682g	DEHA2C00682g	CAG85734	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00748g	DEHA2C00748g	CAR65516	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00770g	DEHA2C00770g	CAG85740	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2C00792g	DEHA2C00792g	CAG85741	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00814g	DEHA2C00814g	CAG85742	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00836g	DEHA2C00836g	CAG85743	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00858g	DEHA2C00858g	CAG85744	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00880g	DEHA2C00880g	CAG85745	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C00902g	DEHA2C00902g	CAR65517	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00924g	DEHA2C00924g	CAR65518	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00946g	DEHA2C00946g	CAR65519	protein_coding	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C00968g	DEHA2C00968g	CAG85749	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
DEHA2C00990g	DEHA2C00990g	CAG85750	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C01012g	DEHA2C01012g	CAG85751	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01034g	DEHA2C01034g	CAG85752	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01166g	DEHA2C01166g	CAG85759	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01188g	DEHA2C01188g	CAG85760	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01210g	DEHA2C01210g	CAG85761	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
DEHA2C01232g	DEHA2C01232g	CAG85762	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01254g	DEHA2C01254g	CAG85763	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01276g	DEHA2C01276g	CAG85764	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01540g	DEHA2C01540g	CAG85780	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01562g	DEHA2C01562g	CAG85781	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2C01584g	DEHA2C01584g	CAG85782	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01606g	DEHA2C01606g	CAG85783	protein_coding	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1
DEHA2C01628g	DEHA2C01628g	CAG85784	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01650g	DEHA2C01650g	CAG85785	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01672g	DEHA2C01672g	CAG85786	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01694g	DEHA2C01694g	CAR65521	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01716g	DEHA2C01716g	CAG85792	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01738g	DEHA2C01738g	CAR65522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01760g	DEHA2C01760g	CAG85793	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01782g	DEHA2C01782g	CAG85794	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01804g	DEHA2C01804g	CAG85795	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01826g	DEHA2C01826g	CAG85796	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C01848g	DEHA2C01848g	CAG85797	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01870g	DEHA2C01870g	CAG85798	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02398g	DEHA2C02398g	CAG85822	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02420g	DEHA2C02420g	CAG85823	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C02442r	DEHA2C02442r	DEHA2C02442r	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C02464g	DEHA2C02464g	CAG85825	protein_coding	1	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0
DEHA2C02486g	DEHA2C02486g	CAG85826	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C02508g	DEHA2C02508g	CAG85827	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C02530g	DEHA2C02530g	CAR65525	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C03014g	DEHA2C03014g	CAR65527	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03036g	DEHA2C03036g	CAG85859	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C03058g	DEHA2C03058g	CAG85860	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03080g	DEHA2C03080g	CAG85861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03102g	DEHA2C03102g	CAR65528	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03278g	DEHA2C03278g	CAG85871	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03300r	DEHA2C03300r	DEHA2C03300r	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03322g	DEHA2C03322g	CAG85872	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03344g	DEHA2C03344g	CAG85873	protein_coding	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	4
DEHA2C03366g	DEHA2C03366g	CAG85874	protein_coding	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C03388g	DEHA2C03388g	CAG85875	protein_coding	0	1	3	1	0	0	0	0	0	0	3	0	0	0	0	0	1	1
DEHA2C03410g	DEHA2C03410g	CAG85876	protein_coding	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C03432g	DEHA2C03432g	CAG85877	protein_coding	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03454g	DEHA2C03454g	CAG85878	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C03476g	DEHA2C03476g	CAG85879	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03498r	DEHA2C03498r	DEHA2C03498r	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03586g	DEHA2C03586g	CAG85882	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03608g	DEHA2C03608g	CAG85883	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03630g	DEHA2C03630g	CAG85884	protein_coding	0	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0
DEHA2C03652g	DEHA2C03652g	CAG85885	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03674g	DEHA2C03674g	CAG85886	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03696g	DEHA2C03696g	CAG85887	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
DEHA2C03850g	DEHA2C03850g	CAG85894	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03872g	DEHA2C03872g	CAG85895	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2C03894g	DEHA2C03894g	CAG85896	protein_coding	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	21
DEHA2C03916g	DEHA2C03916g	CAR65533	protein_coding	0	7	5	9	0	0	0	0	0	0	5	0	0	0	0	0	7	9
DEHA2C03938g	DEHA2C03938g	CAG85900	protein_coding	0	2	2	18	0	17	0	0	0	0	2	0	0	0	0	0	2	1
DEHA2C03960g	DEHA2C03960g	CAG85901	protein_coding	0	0	0	22	0	21	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03982g	DEHA2C03982g	CAG85902	protein_coding	0	0	1	6	0	2	0	0	0	0	1	0	0	0	0	0	0	4
DEHA2C04004g	DEHA2C04004g	CAG85903	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04026g	DEHA2C04026g	CAG85904	protein_coding	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0
DEHA2C04048g	DEHA2C04048g	CAG85905	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C04070g	DEHA2C04070g	CAG85906	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04092g	DEHA2C04092g	CAG85907	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04488g	DEHA2C04488g	CAG85926	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04510g	DEHA2C04510g	CAG85927	protein_coding	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04532g	DEHA2C04532g	CAG85928	protein_coding	0	0	1	17	0	17	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C04554g	DEHA2C04554g	CAG85929	protein_coding	0	0	0	18	0	17	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C04576g	DEHA2C04576g	CAR65534	protein_coding	1	6	1	10	0	0	1	0	0	0	1	0	0	0	0	0	6	10
DEHA2C04598g	DEHA2C04598g	CAG85936	protein_coding	0	0	0	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04620g	DEHA2C04620g	CAG85937	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2C04642g	DEHA2C04642g	CAG85938	protein_coding	0	0	0	16	0	16	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C04664g	DEHA2C04664g	CAG85939	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06028g	DEHA2C06028g	CAG86006	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2C06050g	DEHA2C06050g	CAG86007	protein_coding	0	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06072g	DEHA2C06072g	CAG86008	protein_coding	0	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06094g	DEHA2C06094g	CAR65545	protein_coding	0	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06116g	DEHA2C06116g	CAG86010	protein_coding	1	4	12	0	0	0	0	0	0	0	12	0	0	0	1	0	4	0
DEHA2C06138g	DEHA2C06138g	CAG86011	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2C06160g	DEHA2C06160g	CAG86012	protein_coding	0	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06270g	DEHA2C06270g	CAG86016	protein_coding	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06292g	DEHA2C06292g	CAG86017	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2C06314g	DEHA2C06314g	CAR65546	protein_coding	0	8	8	1	0	0	0	0	0	0	8	0	0	0	0	0	8	1
DEHA2C06336g	DEHA2C06336g	CAG86020	protein_coding	1	0	0	16	0	16	0	0	0	0	0	0	0	0	1	0	0	0
DEHA2C06358g	DEHA2C06358g	CAG86021	protein_coding	0	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06380g	DEHA2C06380g	CAG86022	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06402g	DEHA2C06402g	CAG86023	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C06424r	DEHA2C06424r	DEHA2C06424r	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06446g	DEHA2C06446g	CAG86024	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C06468g	DEHA2C06468g	CAG86025	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06490g	DEHA2C06490g	CAG86026	protein_coding	1	0	2	1	0	0	0	0	0	2	2	1	1	0	0	0	0	0
DEHA2C06512g	DEHA2C06512g	CAG86027	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06534r	DEHA2C06534r	DEHA2C06534r	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06556g	DEHA2C06556g	CAG86028	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C06578g	DEHA2C06578g	CAG86029	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06600g	DEHA2C06600g	CAG86030	protein_coding	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C06622g	DEHA2C06622g	CAG86031	protein_coding	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2C06644g	DEHA2C06644g	CAG86032	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C06666g	DEHA2C06666g	CAG86033	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06688g	DEHA2C06688g	CAG86034	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C06710g	DEHA2C06710g	CAG86035	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06732r	DEHA2C06732r	DEHA2C06732r	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06754r	DEHA2C06754r	DEHA2C06754r	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06776g	DEHA2C06776g	CAG86036	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C06798g	DEHA2C06798g	CAR65547	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C06842r	DEHA2C06842r	DEHA2C06842r	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06864g	DEHA2C06864g	CAG86039	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06886g	DEHA2C06886g	CAG86040	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C06908r	DEHA2C06908r	DEHA2C06908r	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C06930g	DEHA2C06930g	CAG86041	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C06952g	DEHA2C06952g	CAG86042	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2C07106g	DEHA2C07106g	CAG86049	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07128g	DEHA2C07128g	CAG86050	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07150g	DEHA2C07150g	CAG86051	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07172g	DEHA2C07172g	CAG86052	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07194g	DEHA2C07194g	CAG86053	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07216g	DEHA2C07216g	CAG86054	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2C07238g	DEHA2C07238g	CAG86055	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07260g	DEHA2C07260g	CAG86056	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07282g	DEHA2C07282g	CAG86057	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C07964g	DEHA2C07964g	CAG86089	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C07986g	DEHA2C07986g	CAG86090	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08008g	DEHA2C08008g	CAG86091	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08030g	DEHA2C08030g	CAG86092	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
DEHA2C08052g	DEHA2C08052g	CAG86093	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08074g	DEHA2C08074g	CAG86094	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08690g	DEHA2C08690g	CAG86123	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08712g	DEHA2C08712g	CAG86124	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
DEHA2C08734g	DEHA2C08734g	CAG86125	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08756g	DEHA2C08756g	CAG86126	protein_coding	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C08778g	DEHA2C08778g	CAG86127	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C08932g	DEHA2C08932g	CAG86136	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08954g	DEHA2C08954g	CAG86137	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C08976g	DEHA2C08976g	CAG86138	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C08998g	DEHA2C08998g	CAG86139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09130g	DEHA2C09130g	CAR65555	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09152g	DEHA2C09152g	CAG86146	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09174g	DEHA2C09174g	CAG86147	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09196g	DEHA2C09196g	CAG86148	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C09218g	DEHA2C09218g	CAG86149	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C09240g	DEHA2C09240g	CAG86150	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C09262g	DEHA2C09262g	CAG86151	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C09416g	DEHA2C09416g	CAG86161	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C09438g	DEHA2C09438g	CAG86162	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C09460g	DEHA2C09460g	CAG86163	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C09482g	DEHA2C09482g	CAG86164	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
