# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2B04620g	DEHA2B04620g	CAG85157	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
DEHA2B04642g	DEHA2B04642g	CAG85158	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B04664g	DEHA2B04664g	CAG85159	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B04686g	DEHA2B04686g	CAG85161	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B04708g	DEHA2B04708g	CAG85162	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B04730g	DEHA2B04730g	CAG85163	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B04752g	DEHA2B04752g	CAG85164	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B05632g	DEHA2B05632g	CAG85200	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B05654g	DEHA2B05654g	CAG85201	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B05676g	DEHA2B05676g	CAG85202	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B05698g	DEHA2B05698g	CAG85203	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B05720g	DEHA2B05720g	CAG85204	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B05742g	DEHA2B05742g	CAG85205	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B05764g	DEHA2B05764g	CAG85206	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B06248g	DEHA2B06248g	CAG85229	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B06270g	DEHA2B06270g	CAG85230	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B06292g	DEHA2B06292g	CAR65455	protein_coding	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0
DEHA2B06314r	DEHA2B06314r	DEHA2B06314r	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B06336g	DEHA2B06336g	CAG85233	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B06358g	DEHA2B06358g	CAR65456	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B07260g	DEHA2B07260g	CAR65462	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2B07282g	DEHA2B07282g	CAG85276	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2B07304g	DEHA2B07304g	CAG85277	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2B07326g	DEHA2B07326g	CAR65463	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B07348g	DEHA2B07348g	CAG85279	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B07370g	DEHA2B07370g	CAG85280	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2B07392g	DEHA2B07392g	CAG85281	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B07414g	DEHA2B07414g	CAG85282	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2B07920g	DEHA2B07920g	CAR65469	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B07942g	DEHA2B07942g	CAR65470	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B07964g	DEHA2B07964g	CAG85306	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2B07986g	DEHA2B07986g	CAG85307	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08382g	DEHA2B08382g	CAG85325	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B08404g	DEHA2B08404g	CAG85326	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08426g	DEHA2B08426g	CAG85327	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B08448g	DEHA2B08448g	CAG85328	protein_coding	0	0	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2B08470r	DEHA2B08470r	DEHA2B08470r	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B08492g	DEHA2B08492g	CAG85329	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	2
DEHA2B08514g	DEHA2B08514g	CAG85330	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08536g	DEHA2B08536g	CAG85331	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08558g	DEHA2B08558g	CAG85332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B08910g	DEHA2B08910g	CAG85347	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B08932g	DEHA2B08932g	CAG85348	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08954g	DEHA2B08954g	CAG85349	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08976r	DEHA2B08976r	DEHA2B08976r	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B08998g	DEHA2B08998g	CAG85350	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B09020g	DEHA2B09020g	CAG85351	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B09086r	DEHA2B09086r	DEHA2B09086r	protein_coding	0	0	1	2	2	0	0	0	0	1	1	0	0	0	0	0	0
DEHA2B09108r	DEHA2B09108r	DEHA2B09108r	protein_coding	0	0	1	2	1	0	0	0	0	1	1	0	0	0	0	0	1
DEHA2B09130r	DEHA2B09130r	DEHA2B09130r	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B09152r	DEHA2B09152r	DEHA2B09152r	protein_coding	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	2
DEHA2B09174r	DEHA2B09174r	DEHA2B09174r	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B09196g	DEHA2B09196g	CAG85354	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B09218g	DEHA2B09218g	CAG85355	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B09240g	DEHA2B09240g	CAG85356	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B09262g	DEHA2B09262g	CAG85357	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B09284g	DEHA2B09284g	CAG85358	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2B09306g	DEHA2B09306g	CAG85359	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B09328g	DEHA2B09328g	CAG85360	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B09350g	DEHA2B09350g	CAG85361	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B11088g	DEHA2B11088g	CAG85439	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11110g	DEHA2B11110g	CAR65482	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B11132r	DEHA2B11132r	DEHA2B11132r	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11154r	DEHA2B11154r	DEHA2B11154r	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11176g	DEHA2B11176g	CAG85442	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11198r	DEHA2B11198r	DEHA2B11198r	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B11220g	DEHA2B11220g	CAG85443	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11242g	DEHA2B11242g	CAG85444	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B11396g	DEHA2B11396g	CAG85451	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11418g	DEHA2B11418g	CAG85452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B11440g	DEHA2B11440g	CAG85453	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11462g	DEHA2B11462g	CAG85455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B11484g	DEHA2B11484g	CAG85456	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B11506g	DEHA2B11506g	CAG85457	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12100g	DEHA2B12100g	CAG85484	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12122g	DEHA2B12122g	CAG85485	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12144g	DEHA2B12144g	CAG85486	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B12166g	DEHA2B12166g	CAG85487	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B12188g	DEHA2B12188g	CAG85488	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B12210g	DEHA2B12210g	CAG85489	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B12474g	DEHA2B12474g	CAG85501	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12496g	DEHA2B12496g	CAG85502	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12518g	DEHA2B12518g	CAG85503	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12540g	DEHA2B12540g	CAG85504	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12562g	DEHA2B12562g	CAG85505	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B12584g	DEHA2B12584g	CAR65484	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B12787g	DEHA2B12787g	CAR65485	protein_coding	0	0	1	6	2	0	0	0	0	1	0	0	0	0	0	0	4
DEHA2B12870g	DEHA2B12870g	CAR65486	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B12892g	DEHA2B12892g	CAG85511	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B13068g	DEHA2B13068g	CAG85519	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2B13090g	DEHA2B13090g	CAG85520	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2B13112g	DEHA2B13112g	CAG85521	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2B13134g	DEHA2B13134g	CAG85522	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B13156g	DEHA2B13156g	CAR65487	protein_coding	0	3	4	0	0	0	0	0	0	4	0	0	0	0	0	3	0
DEHA2B13178g	DEHA2B13178g	CAG85526	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
DEHA2B13574g	DEHA2B13574g	CAR65491	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B13596g	DEHA2B13596g	CAG85546	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B13618g	DEHA2B13618g	CAG85547	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B13640g	DEHA2B13640g	CAG85548	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B13662g	DEHA2B13662g	CAG85549	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B13684g	DEHA2B13684g	CAG85550	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B13706g	DEHA2B13706g	CAG85551	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B13728g	DEHA2B13728g	CAG85552	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B14740g	DEHA2B14740g	CAG85599	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B14762g	DEHA2B14762g	CAG85600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B14784g	DEHA2B14784g	CAG85601	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B14806g	DEHA2B14806g	CAG85602	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DEHA2B14828g	DEHA2B14828g	CAG85603	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B14850g	DEHA2B14850g	CAG85604	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B14872g	DEHA2B14872g	CAG85605	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15708g	DEHA2B15708g	CAG85647	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15730g	DEHA2B15730g	CAG85648	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B15752g	DEHA2B15752g	CAR65503	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15774g	DEHA2B15774g	CAR65504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15796g	DEHA2B15796g	CAG85651	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15818g	DEHA2B15818g	CAR65505	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15840g	DEHA2B15840g	CAG85654	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15862g	DEHA2B15862g	CAG85655	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B15884g	DEHA2B15884g	CAG85656	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15906g	DEHA2B15906g	CAG85657	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B15928g	DEHA2B15928g	CAG85658	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B15950g	DEHA2B15950g	CAR65506	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B15972g	DEHA2B15972g	CAG85659	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B15994g	DEHA2B15994g	CAG85660	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16016g	DEHA2B16016g	CAR65507	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B16038g	DEHA2B16038g	CAG85662	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2B16060g	DEHA2B16060g	CAG85663	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16170g	DEHA2B16170g	CAG85668	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B16192g	DEHA2B16192g	CAG85669	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16214g	DEHA2B16214g	CAG85670	protein_coding	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0
DEHA2B16236g	DEHA2B16236g	CAR65508	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16258g	DEHA2B16258g	CAG85672	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16280g	DEHA2B16280g	CAG85673	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	4
DEHA2B16302g	DEHA2B16302g	CAG85674	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16324g	DEHA2B16324g	CAG85675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2B16346g	DEHA2B16346g	CAG85676	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
DEHA2B16368g	DEHA2B16368g	CAG85677	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16390g	DEHA2B16390g	CAG85678	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16610g	DEHA2B16610g	CAR65509	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
DEHA2B16632g	DEHA2B16632g	CAG85689	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16654g	DEHA2B16654g	CAR65510	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B16676g	DEHA2B16676g	CAG85690	protein_coding	0	0	2	27	5	0	0	0	0	2	0	0	0	0	0	0	22
DEHA2B16698g	DEHA2B16698g	CAG85691	protein_coding	0	3	8	56	49	0	0	0	0	8	0	0	0	0	0	3	7
DEHA2B16720g	DEHA2B16720g	CAG85694	protein_coding	1	14	16	29	29	1	1	0	0	15	0	0	0	0	0	14	0
DEHA2B16742g	DEHA2B16742g	CAG85698	protein_coding	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	47
DEHA2C00099g	DEHA2C00099g	CAR65511	protein_coding	0	1	0	46	0	0	0	0	0	0	0	0	0	0	0	1	46
DEHA2C00110g	DEHA2C00110g	CAG85704	protein_coding	0	0	0	53	52	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00132g	DEHA2C00132g	CAG85705	protein_coding	2	8	17	39	26	2	0	0	0	17	0	0	0	0	0	8	13
DEHA2C00154g	DEHA2C00154g	CAG85706	protein_coding	0	0	0	75	23	0	0	0	0	0	0	0	0	0	0	0	52
DEHA2C00176g	DEHA2C00176g	CAR65512	protein_coding	0	0	0	62	35	0	0	0	0	0	0	0	0	0	0	0	27
DEHA2C00198g	DEHA2C00198g	CAG85707	protein_coding	0	2	4	56	40	0	0	1	0	4	1	0	0	0	1	1	16
DEHA2C00220g	DEHA2C00220g	CAR65513	protein_coding	0	2	2	49	30	0	0	0	0	2	0	0	0	0	0	2	19
DEHA2C00242g	DEHA2C00242g	CAG85709	protein_coding	1	1	1	50	17	0	0	0	0	1	1	0	0	1	0	1	33
DEHA2C00264g	DEHA2C00264g	CAG85710	protein_coding	0	0	0	46	38	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2C00286g	DEHA2C00286g	CAG85711	protein_coding	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	33
DEHA2C00297g	DEHA2C00297g	CAG85713	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00330g	DEHA2C00330g	CAG85719	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00352g	DEHA2C00352g	CAG85720	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2C00374g	DEHA2C00374g	CAR65514	protein_coding	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00396g	DEHA2C00396g	CAR65515	protein_coding	0	1	5	11	0	0	0	0	0	5	0	0	0	0	0	1	11
DEHA2C00418g	DEHA2C00418g	CAG85721	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2C00440g	DEHA2C00440g	CAG85722	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2C00638g	DEHA2C00638g	CAG85732	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00660g	DEHA2C00660g	CAG85733	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEHA2C00682g	DEHA2C00682g	CAG85734	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C00880g	DEHA2C00880g	CAG85745	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00902g	DEHA2C00902g	CAR65517	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00924g	DEHA2C00924g	CAR65518	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C00946g	DEHA2C00946g	CAR65519	protein_coding	0	7	1	6	0	0	0	0	0	1	0	0	0	0	0	7	6
DEHA2C00968g	DEHA2C00968g	CAG85749	protein_coding	0	0	3	11	8	0	0	0	0	3	0	0	0	0	0	0	3
DEHA2C00990g	DEHA2C00990g	CAG85750	protein_coding	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	11
DEHA2C01012g	DEHA2C01012g	CAG85751	protein_coding	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01034g	DEHA2C01034g	CAG85752	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01056g	DEHA2C01056g	CAG85753	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DEHA2C01540g	DEHA2C01540g	CAG85780	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01562g	DEHA2C01562g	CAG85781	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
DEHA2C01584g	DEHA2C01584g	CAG85782	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01606g	DEHA2C01606g	CAG85783	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
DEHA2C01628g	DEHA2C01628g	CAG85784	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C01650g	DEHA2C01650g	CAG85785	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01672g	DEHA2C01672g	CAG85786	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01694g	DEHA2C01694g	CAR65521	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01716g	DEHA2C01716g	CAG85792	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01738g	DEHA2C01738g	CAR65522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01760g	DEHA2C01760g	CAG85793	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C01782g	DEHA2C01782g	CAG85794	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C01804g	DEHA2C01804g	CAG85795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02266g	DEHA2C02266g	CAG85817	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02288g	DEHA2C02288g	CAG85818	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02310g	DEHA2C02310g	CAR65524	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02332g	DEHA2C02332g	CAG85819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02354g	DEHA2C02354g	CAG85820	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02376g	DEHA2C02376g	CAG85821	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C02398g	DEHA2C02398g	CAG85822	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C02420g	DEHA2C02420g	CAG85823	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03344g	DEHA2C03344g	CAG85873	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03366g	DEHA2C03366g	CAG85874	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03388g	DEHA2C03388g	CAG85875	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DEHA2C03410g	DEHA2C03410g	CAG85876	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DEHA2C03432g	DEHA2C03432g	CAG85877	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03476g	DEHA2C03476g	CAG85879	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03498r	DEHA2C03498r	DEHA2C03498r	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03520g	DEHA2C03520g	CAG85880	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03542r	DEHA2C03542r	DEHA2C03542r	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2C03564g	DEHA2C03564g	CAG85881	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03586g	DEHA2C03586g	CAG85882	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1
DEHA2C03608g	DEHA2C03608g	CAG85883	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1
