# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEHA2A12826g	DEHA2A12826g	CAG84863	protein_coding	0	11	7	288	0	0	156	0	0	0	0	3	7	0	0	0	1	0	0	0	0	10	130
DEHA2A12848g	DEHA2A12848g	CAG84864	protein_coding	0	10	3	293	0	0	140	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	153
DEHA2A12870g	DEHA2A12870g	CAG84865	protein_coding	0	18	7	280	0	0	131	0	0	0	0	0	7	0	0	0	0	0	0	0	0	18	149
DEHA2A12892g	DEHA2A12892g	CAG84866	protein_coding	0	44	32	263	0	0	112	0	0	0	0	0	32	0	0	0	1	0	0	0	1	43	151
DEHA2A12914g	DEHA2A12914g	CAG84867	protein_coding	1	9	6	259	0	0	105	1	0	0	0	0	6	0	0	0	0	1	0	0	0	9	154
DEHA2A12936g	DEHA2A12936g	CAG84868	protein_coding	0	47	22	258	0	0	131	0	0	0	0	0	22	0	0	0	0	0	0	0	0	47	127
DEHA2A12958g	DEHA2A12958g	CAG84869	protein_coding	0	25	11	282	0	0	124	0	0	1	0	11	10	0	0	0	1	0	0	0	0	24	148
DEHA2A12980g	DEHA2A12980g	CAG84870	protein_coding	0	7	1	280	0	0	123	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	157
DEHA2A13002g	DEHA2A13002g	CAG84871	protein_coding	0	32	30	246	0	0	128	0	0	0	0	0	30	0	0	0	0	0	0	0	0	32	118
DEHA2A13024g	DEHA2A13024g	CAR65410	protein_coding	0	50	28	286	0	0	137	0	0	2	0	0	26	0	0	0	0	0	0	0	0	50	149
DEHA2A13046g	DEHA2A13046g	CAG84873	protein_coding	0	26	22	301	0	0	150	0	0	0	0	0	22	0	0	0	0	0	0	0	0	26	151
DEHA2A13068g	DEHA2A13068g	CAG84874	protein_coding	0	14	8	266	0	0	129	0	0	0	0	0	8	0	0	0	0	0	0	0	0	14	137
DEHA2A13090g	DEHA2A13090g	CAG84875	protein_coding	1	53	25	274	0	0	138	0	0	0	0	0	25	0	0	0	1	0	0	1	1	53	136
DEHA2A13112g	DEHA2A13112g	CAG84876	protein_coding	0	40	23	260	0	0	133	0	1	1	0	0	21	0	0	0	0	0	0	0	0	40	127
DEHA2A13134g	DEHA2A13134g	CAG84877	protein_coding	3	24	15	268	1	0	132	2	1	1	0	0	14	0	0	0	0	0	1	0	0	24	136
DEHA2A13156g	DEHA2A13156g	CAG84878	protein_coding	0	34	5	273	0	0	140	0	0	0	0	0	5	0	0	0	0	0	0	0	0	34	133
DEHA2A13178g	DEHA2A13178g	CAG84879	protein_coding	0	16	32	238	1	0	111	0	0	0	0	0	31	0	0	0	0	0	0	0	0	16	127
DEHA2A13200g	DEHA2A13200g	CAG84880	protein_coding	0	3	1	277	0	0	139	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	138
DEHA2A13222g	DEHA2A13222g	CAG84881	protein_coding	0	5	6	260	0	0	122	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	138
DEHA2A13244g	DEHA2A13244g	CAG84882	protein_coding	0	42	10	307	0	0	163	0	0	0	0	0	10	0	0	0	0	0	0	0	0	42	144
DEHA2A13266g	DEHA2A13266g	CAG84883	protein_coding	0	11	9	271	0	0	155	0	0	0	0	0	9	0	0	0	0	0	0	0	0	11	116
DEHA2A13288g	DEHA2A13288g	CAG84884	protein_coding	0	19	2	300	0	0	135	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	165
DEHA2A13310g	DEHA2A13310g	CAG84885	protein_coding	0	20	41	225	0	0	114	0	0	0	0	0	41	0	0	0	0	0	0	0	0	20	111
DEHA2A13332g	DEHA2A13332g	CAG84886	protein_coding	0	8	7	256	0	0	101	0	0	0	0	0	7	0	0	0	0	0	0	0	0	8	155
DEHA2A13354g	DEHA2A13354g	CAG84887	protein_coding	0	5	11	256	0	0	95	0	0	0	0	1	11	0	0	0	0	0	0	0	0	5	160
DEHA2A13376g	DEHA2A13376g	CAG84888	protein_coding	0	11	6	253	0	0	147	0	0	0	0	0	6	0	0	0	0	0	0	0	0	11	106
DEHA2A13398g	DEHA2A13398g	CAG84889	protein_coding	0	18	6	267	0	0	156	0	0	0	0	1	6	0	0	0	0	0	0	0	0	18	110
DEHA2A13420g	DEHA2A13420g	CAR65411	protein_coding	0	20	6	275	0	0	135	0	0	0	0	0	6	0	0	0	0	0	0	0	0	20	140
DEHA2A13442g	DEHA2A13442g	CAG84891	protein_coding	0	7	0	250	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	98
DEHA2A13464g	DEHA2A13464g	CAG84892	protein_coding	0	9	4	255	0	0	149	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	106
DEHA2A13486g	DEHA2A13486g	CAR65412	protein_coding	0	14	6	259	0	0	104	0	0	0	0	0	6	0	0	0	0	0	0	0	0	14	155
DEHA2A13508g	DEHA2A13508g	CAG84894	protein_coding	0	17	12	285	0	0	152	0	2	0	0	0	10	0	0	0	0	0	0	0	0	17	133
DEHA2A13530g	DEHA2A13530g	CAR65413	protein_coding	0	54	30	293	0	0	140	0	0	0	0	0	30	0	0	0	0	0	0	0	0	54	153
DEHA2A13552g	DEHA2A13552g	CAG84896	protein_coding	0	40	18	283	0	0	126	0	0	0	0	0	18	0	0	0	0	0	0	0	0	40	157
DEHA2A13574g	DEHA2A13574g	CAG84897	protein_coding	0	15	1	276	0	0	152	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	124
DEHA2A13596g	DEHA2A13596g	CAG84898	protein_coding	0	14	13	234	1	0	134	0	1	0	0	0	12	0	0	0	0	0	0	0	0	14	100
DEHA2A13618g	DEHA2A13618g	CAR65414	protein_coding	0	90	9	257	0	0	141	0	0	0	0	0	9	0	0	0	0	0	0	0	0	90	116
DEHA2A13640g	DEHA2A13640g	CAG84900	protein_coding	0	17	6	192	0	0	67	0	0	0	0	0	6	0	0	0	0	0	0	0	0	17	125
DEHA2A13662g	DEHA2A13662g	CAG84901	protein_coding	0	24	0	215	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	131
DEHA2A13684g	DEHA2A13684g	CAG84902	protein_coding	0	28	5	232	0	0	106	0	0	0	0	0	5	0	0	0	0	0	0	0	0	28	126
DEHA2A13706g	DEHA2A13706g	CAG84903	protein_coding	0	21	11	263	0	0	122	0	0	0	0	0	11	0	0	0	0	0	0	0	0	21	141
DEHA2A13728g	DEHA2A13728g	CAG84904	protein_coding	0	22	12	259	0	0	121	0	0	0	0	0	12	0	0	0	0	0	0	0	0	22	138
DEHA2A13750g	DEHA2A13750g	CAG84905	protein_coding	0	36	11	310	0	0	178	0	0	0	0	0	11	0	0	0	0	0	0	0	0	36	132
DEHA2A13772g	DEHA2A13772g	CAG84906	protein_coding	0	8	2	305	0	0	175	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	130
DEHA2A13794g	DEHA2A13794g	CAG84907	protein_coding	0	26	10	303	0	0	165	0	0	0	0	0	10	0	0	0	0	0	0	0	0	26	138
DEHA2A13816g	DEHA2A13816g	CAG84908	protein_coding	0	46	65	294	0	0	140	0	0	0	0	0	65	0	0	0	0	0	0	0	0	46	154
DEHA2A13838g	DEHA2A13838g	CAG84909	protein_coding	0	26	8	321	0	0	175	0	0	0	0	0	8	0	0	0	0	0	0	0	0	26	146
DEHA2A13860g	DEHA2A13860g	CAG84910	protein_coding	0	14	12	295	0	0	127	0	0	0	0	1	12	0	0	0	0	0	0	0	0	14	167
DEHA2A13882g	DEHA2A13882g	CAG84911	protein_coding	0	27	14	299	0	0	127	0	0	0	0	0	14	0	0	0	0	0	0	0	0	27	172
DEHA2A13904g	DEHA2A13904g	CAG84912	protein_coding	0	44	34	276	0	0	156	0	0	0	0	0	34	0	0	0	0	0	0	0	0	44	120
DEHA2A13926g	DEHA2A13926g	CAG84913	protein_coding	0	14	6	260	0	0	126	0	0	0	0	0	6	0	0	0	0	0	0	0	0	14	134
DEHA2A13948g	DEHA2A13948g	CAG84914	protein_coding	0	11	0	248	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	126
DEHA2A13970g	DEHA2A13970g	CAG84915	protein_coding	0	2	0	263	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	132
DEHA2A13992g	DEHA2A13992g	CAG84916	protein_coding	0	24	10	245	0	0	120	0	0	0	0	0	10	0	0	0	0	0	0	0	0	24	125
DEHA2A14014g	DEHA2A14014g	CAG84917	protein_coding	0	2	0	269	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	134
DEHA2A14036g	DEHA2A14036g	CAG84918	protein_coding	0	13	11	250	1	0	120	0	0	0	0	0	10	0	0	0	0	0	0	0	0	13	130
DEHA2A14058g	DEHA2A14058g	CAG84919	protein_coding	0	21	18	267	0	0	132	0	0	0	0	0	18	0	0	0	0	0	0	0	0	21	135
DEHA2A14080g	DEHA2A14080g	CAG84920	protein_coding	0	24	27	255	0	0	128	0	0	0	0	0	27	0	0	0	0	0	0	0	0	24	127
DEHA2A14102g	DEHA2A14102g	CAG84921	protein_coding	0	9	3	265	0	0	128	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	137
DEHA2A14124g	DEHA2A14124g	CAG84922	protein_coding	0	61	42	256	0	0	129	0	1	0	0	0	41	0	0	0	0	0	0	0	0	62	127
DEHA2A14146g	DEHA2A14146g	CAG84923	protein_coding	0	17	7	256	0	0	134	0	0	0	0	0	7	0	0	0	0	0	0	0	0	17	122
DEHA2A14168g	DEHA2A14168g	CAG84924	protein_coding	0	3	0	281	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	154
DEHA2A14190g	DEHA2A14190g	CAG84925	protein_coding	0	4	5	274	0	0	114	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	160
DEHA2A14212g	DEHA2A14212g	CAG84926	protein_coding	0	27	23	259	1	0	146	0	0	0	0	0	22	0	0	0	0	0	0	0	0	27	113
DEHA2A14234g	DEHA2A14234g	CAG84927	protein_coding	1	7	12	276	1	0	132	1	0	0	0	0	12	0	0	0	0	0	0	0	0	7	144
DEHA2A14256g	DEHA2A14256g	CAG84928	protein_coding	0	28	26	295	0	0	139	0	0	0	0	0	26	0	0	0	0	0	0	0	0	28	156
DEHA2A14278g	DEHA2A14278g	CAG84930	protein_coding	0	37	48	309	0	0	144	0	0	2	0	0	47	0	0	0	0	0	0	0	0	37	165
DEHA2A14300g	DEHA2A14300g	CAR65415	protein_coding	0	31	16	316	0	0	159	0	0	0	0	0	16	0	0	0	0	0	0	0	0	31	157
DEHA2A14322g	DEHA2A14322g	CAG84931	protein_coding	0	15	7	343	0	0	173	0	0	0	0	0	7	0	0	0	0	0	0	0	0	15	170
DEHA2A14344g	DEHA2A14344g	CAG84932	protein_coding	0	21	5	339	0	0	178	0	0	0	0	0	5	0	0	0	0	0	0	0	0	21	161
DEHA2A14366g	DEHA2A14366g	CAG84933	protein_coding	0	34	23	305	0	0	143	0	0	1	0	0	22	0	0	0	0	0	0	0	0	34	162
DEHA2A14388g	DEHA2A14388g	CAG84934	protein_coding	2	40	16	306	1	0	158	2	0	1	0	0	16	0	0	0	0	0	0	0	0	40	148
DEHA2A14410g	DEHA2A14410g	CAG84935	protein_coding	1	19	25	278	0	0	167	0	0	0	0	3	25	0	0	0	1	0	1	0	0	18	109
DEHA2A14498g	DEHA2A14498g	CAR65416	protein_coding	2	2	3	199	0	0	56	0	0	0	0	0	3	0	0	0	0	1	1	0	0	2	143
DEHA2A14520g	DEHA2A14520g	CAR65417	protein_coding	0	0	0	208	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85
DEHA2A14542g	DEHA2A14542g	CAG84937	protein_coding	0	18	13	175	0	0	100	0	0	0	0	0	13	0	0	0	0	0	0	0	0	18	75
DEHA2A14586g	DEHA2A14586g	CAG84939	protein_coding	0	24	13	168	0	0	85	0	0	0	0	0	13	0	0	0	1	0	0	0	1	23	83
DEHA2A14608g	DEHA2A14608g	CAG84940	protein_coding	0	27	17	105	0	0	82	0	0	0	0	0	17	0	0	0	0	0	0	0	0	27	23
DEHA2A14630g	DEHA2A14630g	CAR65418	protein_coding	0	0	0	144	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133
DEHA2A14652g	DEHA2A14652g	CAG84941	protein_coding	0	0	0	85	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2A14674g	DEHA2A14674g	CAR65419	protein_coding	0	0	0	56	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2A14696g	DEHA2A14696g	CAG84942	protein_coding	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2A14718g	DEHA2A14718g	CAG84944	protein_coding	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2A14740g	DEHA2A14740g	CAG84946	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2A14784g	DEHA2A14784g	CAG84948	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
DEHA2A14806g	DEHA2A14806g	CAG84949	protein_coding	0	0	0	54	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2A14828g	DEHA2A14828g	CAG84950	protein_coding	0	0	0	93	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B00110g	DEHA2B00110g	CAR65420	protein_coding	0	20	21	107	0	0	105	0	0	0	0	0	21	0	0	0	0	0	0	0	0	20	2
DEHA2B00132g	DEHA2B00132g	CAR65421	protein_coding	0	33	22	106	0	0	49	0	0	0	0	0	22	0	0	0	0	0	0	0	0	33	57
DEHA2B00154g	DEHA2B00154g	CAG84953	protein_coding	2	1	11	147	0	0	120	2	0	0	0	0	11	0	0	0	0	0	0	0	0	1	27
DEHA2B00176g	DEHA2B00176g	CAG84954	protein_coding	0	0	0	159	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
DEHA2B00198g	DEHA2B00198g	CAG84956	protein_coding	0	0	0	48	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B00220g	DEHA2B00220g	CAG84957	protein_coding	0	0	0	61	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
DEHA2B00242g	DEHA2B00242g	CAR65422	protein_coding	0	0	0	76	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B00264g	DEHA2B00264g	CAG84958	protein_coding	0	0	0	79	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B00286g	DEHA2B00286g	CAG84959	protein_coding	2	22	14	41	0	0	5	2	0	0	0	0	14	0	0	0	0	0	0	0	0	22	36
DEHA2B00308g	DEHA2B00308g	CAG84962	protein_coding	0	0	0	158	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103
DEHA2B00330g	DEHA2B00330g	CAG84963	protein_coding	0	0	0	158	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
DEHA2B00352g	DEHA2B00352g	CAG84964	protein_coding	1	13	12	207	0	0	26	1	0	0	0	0	13	0	0	0	0	0	0	0	0	13	181
DEHA2B00374g	DEHA2B00374g	CAG84965	protein_coding	0	16	14	247	0	0	197	0	0	0	0	0	14	0	0	0	0	0	0	0	0	16	50
DEHA2B00396g	DEHA2B00396g	CAG84966	protein_coding	1	44	52	249	0	0	142	1	0	0	0	0	52	0	0	0	2	0	0	0	1	43	107
DEHA2B00418g	DEHA2B00418g	CAG84967	protein_coding	0	20	18	274	0	0	96	0	0	0	0	0	18	0	0	0	0	0	0	0	0	20	178
DEHA2B00440g	DEHA2B00440g	CAG84968	protein_coding	0	6	3	266	0	0	185	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	81
DEHA2B00462g	DEHA2B00462g	CAG84969	protein_coding	1	5	8	220	0	0	15	1	0	0	0	6	8	0	0	0	1	0	0	0	0	4	200
DEHA2B00484g	DEHA2B00484g	CAG84970	protein_coding	0	4	5	189	0	0	189	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0
DEHA2B00506g	DEHA2B00506g	CAG84971	protein_coding	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126
DEHA2B00528g	DEHA2B00528g	CAG84972	protein_coding	0	0	0	62	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B00638g	DEHA2B00638g	CAG84980	protein_coding	0	0	0	143	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEHA2B00660g	DEHA2B00660g	CAG84981	protein_coding	0	20	4	148	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	20	144
DEHA2B00682g	DEHA2B00682g	CAG84982	protein_coding	0	21	12	192	0	0	62	0	0	0	0	0	12	0	0	0	0	0	0	0	0	21	130
DEHA2B00704g	DEHA2B00704g	CAG84983	protein_coding	0	16	8	230	0	0	133	0	0	0	0	0	8	0	0	0	1	0	0	0	1	15	97
DEHA2B00726g	DEHA2B00726g	CAG84984	protein_coding	0	20	10	247	0	0	126	0	0	0	0	2	10	0	0	0	0	0	0	0	0	20	119
DEHA2B00748g	DEHA2B00748g	CAG84985	protein_coding	0	22	14	286	0	0	139	0	0	0	0	0	14	0	0	0	0	0	0	0	0	22	147
DEHA2B00770g	DEHA2B00770g	CAG84986	protein_coding	0	17	9	275	0	0	152	0	0	0	0	1	9	0	0	0	1	0	0	0	1	16	122
DEHA2B00792g	DEHA2B00792g	CAG84987	protein_coding	0	15	14	273	0	0	140	0	0	0	0	0	14	0	0	0	0	0	0	0	0	15	133
DEHA2B00814g	DEHA2B00814g	CAG84988	protein_coding	0	21	9	311	0	0	179	0	0	0	0	0	9	0	0	0	0	0	0	0	0	21	132
DEHA2B00836g	DEHA2B00836g	CAG84989	protein_coding	1	1	3	330	0	0	190	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	140
DEHA2B00858g	DEHA2B00858g	CAG84990	protein_coding	0	16	20	323	0	0	178	0	0	0	0	0	20	0	0	0	0	0	0	0	0	16	145
DEHA2B00880g	DEHA2B00880g	CAG84991	protein_coding	7	21	41	266	0	0	139	4	1	0	0	0	40	0	0	0	0	0	3	0	0	21	127
DEHA2B00902g	DEHA2B00902g	CAG84992	protein_coding	1	28	20	298	0	0	124	1	0	0	0	0	20	0	0	0	0	0	0	0	0	28	174
DEHA2B00924g	DEHA2B00924g	CAG84993	protein_coding	0	9	3	339	0	0	153	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	186
DEHA2B00946g	DEHA2B00946g	CAG84994	protein_coding	0	5	3	330	0	0	149	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	181
DEHA2B00968g	DEHA2B00968g	CAG84995	protein_coding	0	18	9	320	0	0	169	0	0	0	0	0	9	0	0	0	0	0	0	0	0	18	151
DEHA2B00990g	DEHA2B00990g	CAR65423	protein_coding	0	3	0	306	0	0	149	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	155
DEHA2B01012g	DEHA2B01012g	CAG84996	protein_coding	0	8	1	282	0	0	146	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	136
DEHA2B01034r	DEHA2B01034r	DEHA2B01034r	protein_coding	0	0	0	268	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120
DEHA2B01056g	DEHA2B01056g	CAR65424	protein_coding	2	1	7	262	0	0	120	1	0	0	0	0	7	0	0	0	0	1	0	0	0	1	142
DEHA2B01078g	DEHA2B01078g	CAG84997	protein_coding	0	43	4	256	0	0	126	0	0	0	0	3	4	0	0	0	1	0	0	0	0	42	128
DEHA2B01100g	DEHA2B01100g	CAG84998	protein_coding	0	91	37	249	0	0	91	0	0	0	0	0	37	0	0	0	0	0	0	0	0	91	158
DEHA2B01122g	DEHA2B01122g	CAG84999	protein_coding	0	3	2	212	0	0	89	0	0	0	0	3	2	0	0	0	0	0	0	0	0	3	120
DEHA2B01144g	DEHA2B01144g	CAG85000	protein_coding	0	10	2	215	0	0	99	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	116
DEHA2B01166g	DEHA2B01166g	CAG85002	protein_coding	0	2	2	220	0	0	126	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	94
DEHA2B01188g	DEHA2B01188g	CAG85003	protein_coding	0	4	4	213	0	0	125	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	88
DEHA2B01210g	DEHA2B01210g	CAG85004	protein_coding	0	7	2	240	0	0	140	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	100
DEHA2B01232g	DEHA2B01232g	CAR65425	protein_coding	0	18	9	240	0	0	90	0	0	1	0	0	8	0	0	0	0	0	0	0	0	18	150
DEHA2B01254g	DEHA2B01254g	CAG85006	protein_coding	0	47	22	266	0	0	156	0	0	0	0	0	22	0	0	0	0	0	0	0	0	47	110
DEHA2B01276g	DEHA2B01276g	CAG85007	protein_coding	0	17	6	299	0	0	135	0	0	0	0	0	6	0	0	0	0	0	0	0	0	17	164
DEHA2B01298g	DEHA2B01298g	CAG85008	protein_coding	2	25	39	296	0	0	149	2	1	0	0	0	39	0	0	0	0	0	0	0	0	25	147
DEHA2B01320g	DEHA2B01320g	CAR65426	protein_coding	0	27	9	320	0	0	163	0	0	0	0	0	9	0	0	0	0	0	0	0	0	27	157
DEHA2B01342g	DEHA2B01342g	CAR65427	protein_coding	0	32	33	310	0	0	157	0	0	0	0	0	33	0	0	0	1	0	0	0	1	31	153
DEHA2B01364g	DEHA2B01364g	CAG85011	protein_coding	0	5	3	302	0	0	158	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	144
DEHA2B01386g	DEHA2B01386g	CAG85012	protein_coding	0	49	56	275	0	0	132	0	0	0	0	0	56	0	0	0	0	0	0	0	0	49	143
DEHA2B01408g	DEHA2B01408g	CAG85013	protein_coding	0	18	23	287	0	0	131	0	0	0	0	0	23	0	0	0	0	0	0	0	0	18	156
DEHA2B01430g	DEHA2B01430g	CAG85014	protein_coding	0	75	27	247	0	0	163	0	0	0	0	0	27	0	0	0	0	0	0	0	0	75	84
DEHA2B01452g	DEHA2B01452g	CAR65428	protein_coding	0	38	41	228	0	0	132	0	0	0	0	0	41	0	0	0	0	0	0	0	0	38	96
DEHA2B01474g	DEHA2B01474g	CAG85016	protein_coding	0	28	19	190	0	0	71	0	0	0	0	0	19	0	0	0	0	0	0	0	0	28	119
DEHA2B01496g	DEHA2B01496g	CAG85017	protein_coding	0	21	27	216	0	0	107	0	0	0	0	0	27	0	0	0	0	0	0	0	0	21	109
DEHA2B01518g	DEHA2B01518g	CAG85018	protein_coding	0	13	6	237	0	0	113	0	0	0	0	0	6	0	0	0	0	0	0	0	0	13	124
DEHA2B01540g	DEHA2B01540g	CAG85019	protein_coding	0	13	1	265	0	0	140	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	125
DEHA2B01562g	DEHA2B01562g	CAG85020	protein_coding	0	28	3	243	0	0	118	0	0	0	0	0	3	0	0	0	0	0	0	0	0	28	125
DEHA2B01584g	DEHA2B01584g	CAG85021	protein_coding	0	25	14	263	0	0	119	0	1	0	0	0	14	0	0	0	0	0	0	0	0	25	144
DEHA2B01606g	DEHA2B01606g	CAR65429	protein_coding	2	1	5	241	0	0	105	0	0	0	0	0	5	0	0	0	1	0	1	1	0	1	136
DEHA2B01628g	DEHA2B01628g	CAG85022	protein_coding	0	29	16	256	0	0	143	0	0	0	0	0	16	0	0	0	0	0	0	0	0	29	113
DEHA2B01650g	DEHA2B01650g	CAG85023	protein_coding	0	21	25	244	1	1	121	0	0	0	0	0	23	0	0	0	0	0	0	0	0	21	123
DEHA2B01672g	DEHA2B01672g	CAG85024	protein_coding	1	30	24	246	0	0	138	0	0	0	0	0	24	0	0	0	0	0	1	0	0	30	108
DEHA2B01694g	DEHA2B01694g	CAG85025	protein_coding	0	29	8	256	0	0	137	0	0	0	0	0	8	0	0	0	1	0	0	0	1	28	119
DEHA2B01716g	DEHA2B01716g	CAG85026	protein_coding	0	22	12	256	0	0	134	0	0	1	0	0	11	0	0	0	0	0	0	0	0	22	122
DEHA2B01738g	DEHA2B01738g	CAG85027	protein_coding	1	30	12	238	0	0	114	0	0	1	0	0	11	0	0	0	0	0	1	0	0	30	124
DEHA2B01760g	DEHA2B01760g	CAG85028	protein_coding	0	30	1	243	0	0	128	0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	115
DEHA2B01782g	DEHA2B01782g	CAG85029	protein_coding	0	15	7	252	0	0	117	0	0	0	0	0	7	0	0	0	0	0	0	0	0	15	135
DEHA2B01804g	DEHA2B01804g	CAG85030	protein_coding	0	4	1	293	0	0	125	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	168
DEHA2B01826g	DEHA2B01826g	CAG85031	protein_coding	0	27	22	268	1	0	114	0	0	0	0	0	21	0	0	0	0	0	0	0	0	27	154
DEHA2B01848g	DEHA2B01848g	CAG85032	protein_coding	0	1	6	262	0	0	128	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	134
DEHA2B01870g	DEHA2B01870g	CAG85034	protein_coding	0	15	14	244	0	0	135	0	0	0	0	0	14	0	0	0	0	0	0	0	0	15	109
DEHA2B01892g	DEHA2B01892g	CAG85035	protein_coding	0	4	0	280	0	0	113	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	162
DEHA2B01914g	DEHA2B01914g	CAG85036	protein_coding	0	21	10	278	0	0	113	0	0	0	0	0	10	0	0	0	0	0	0	0	0	21	165
DEHA2B01936g	DEHA2B01936g	CAG85037	protein_coding	0	9	4	273	0	0	156	0	1	0	0	0	3	0	0	0	0	0	0	0	0	9	117
DEHA2B01958g	DEHA2B01958g	CAG85038	protein_coding	0	10	5	307	0	0	155	0	0	0	0	0	5	0	0	0	0	0	0	0	0	10	152
DEHA2B01980g	DEHA2B01980g	CAR65430	protein_coding	1	12	11	255	0	0	108	0	0	0	0	0	11	0	0	0	0	1	0	0	0	12	147
DEHA2B02002g	DEHA2B02002g	CAR65431	protein_coding	0	11	11	244	0	0	133	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	111
DEHA2B02024g	DEHA2B02024g	CAG85041	protein_coding	0	24	3	241	0	0	124	0	0	0	0	0	3	0	0	0	0	0	0	0	0	24	117
DEHA2B02046g	DEHA2B02046g	CAG85042	protein_coding	0	48	28	249	0	0	130	0	0	0	0	0	28	0	0	0	0	0	0	0	0	48	119
DEHA2B02068g	DEHA2B02068g	CAG85043	protein_coding	0	36	13	330	0	0	138	0	0	0	0	0	13	0	0	0	0	0	0	0	0	36	192
DEHA2B02090g	DEHA2B02090g	CAG85044	protein_coding	1	7	12	319	0	1	200	0	0	0	0	0	11	0	0	0	0	0	1	0	0	7	119
